mu,rho,ll
0.347642,0.061806,-1824.78833
0.350629,0.061535,-1824.661133
0.353951,0.061933,-1824.765259
0.353951,0.061933,-1825.065552
0.35601,0.060194,-1825.118652
0.355691,0.058791,-1825.440674
0.353803,0.057712,-1826.082764
0.357246,0.058739,-1825.420654
0.360555,0.058997,-1826.248169
0.360555,0.058997,-1826.7229
0.359811,0.060882,-1826.938232
0.359811,0.060882,-1825.441284
0.359821,0.060275,-1826.074219
0.357199,0.061651,-1825.827148
0.355826,0.062206,-1825.247192
0.355939,0.063381,-1825.375854
0.355939,0.063381,-1824.950684
0.353917,0.06156,-1825.377686
0.353815,0.061396,-1825.600342
0.353815,0.061396,-1825.312012
0.353815,0.061396,-1825.097656
0.353815,0.061396,-1825.35022
0.354599,0.061066,-1825.339844
0.354599,0.061066,-1824.930176
0.355105,0.060243,-1824.854492
0.353208,0.06037,-1825.364014
0.353598,0.060097,-1825.00293
0.354071,0.061015,-1825.140137
0.354071,0.061015,-1825.723877
0.354071,0.061015,-1825.206055
0.356347,0.061276,-1826.273193
0.356254,0.062409,-1825.74939
0.356333,0.063877,-1824.955322
0.356333,0.063877,-1825.285156
0.357091,0.063713,-1825.458252
0.357495,0.063585,-1825.866333
0.35787,0.063416,-1825.224121
0.358041,0.061805,-1825.791382
0.358283,0.060986,-1825.501953
0.358283,0.060986,-1825.422607
0.357571,0.060414,-1825.100708
0.356696,0.059136,-1825.908936
0.355988,0.059438,-1825.924805
0.357598,0.060535,-1825.438965
0.356376,0.061947,-1825.956787
0.35323,0.060882,-1824.834717
0.35291,0.060648,-1824.652954
0.352882,0.060251,-1825.288818
0.355105,0.059802,-1825.094849
0.355597,0.059655,-1825.505371
0.358017,0.058747,-1826.797363
0.359294,0.059286,-1826.570312
0.358246,0.058868,-1826.168823
0.358441,0.060286,-1825.223511
0.358441,0.060286,-1825.475586
0.359614,0.059807,-1826.49292
0.361048,0.05713,-1827.81543
0.361216,0.055165,-1827.150146
0.360562,0.057582,-1826.849365
0.360562,0.057582,-1825.949341
0.360869,0.057656,-1826.679199
0.361113,0.057537,-1826.466309
0.360438,0.05819,-1826.103027
0.360438,0.05819,-1826.421021
0.359624,0.057633,-1826.483398
0.35739,0.058246,-1826.393555
0.359592,0.056928,-1826.182129
0.361846,0.057824,-1826.780029
0.359195,0.057234,-1826.685425
0.359195,0.057234,-1825.922729
0.359122,0.056429,-1826.355225
0.359122,0.056429,-1826.325562
0.360383,0.057922,-1825.573608
0.362269,0.059017,-1827.035156
0.362269,0.059017,-1825.938965
