,alpha,mu,omega,logposterior
950,0.049648166,1.3763624,0.7347656,-1960.271728515625
951,0.049083814,1.3747402,0.7298373,-1961.8033447265625
952,0.049083814,1.3747402,0.7298373,-1960.80224609375
953,0.049083814,1.3747402,0.7298373,-1961.4295654296875
954,0.049091548,1.3713043,0.72280174,-1961.486328125
955,0.049378708,1.3514168,0.7233356,-1961.430419921875
956,0.049378708,1.3514168,0.7233356,-1961.28662109375
957,0.04877913,1.3663304,0.72104746,-1962.2559814453125
958,0.04877913,1.3663304,0.72104746,-1963.0369873046875
959,0.048586227,1.3642063,0.72893107,-1960.8326416015625
960,0.04820255,1.3624411,0.72904027,-1960.6654052734375
961,0.048915923,1.3795909,0.7267601,-1961.1597900390625
962,0.048870474,1.3870202,0.72128695,-1962.808349609375
963,0.048870474,1.3870202,0.72128695,-1963.8662109375
964,0.048870474,1.3870202,0.72128695,-1963.111572265625
965,0.048870474,1.3870202,0.72128695,-1962.4273681640625
966,0.048870474,1.3870202,0.72128695,-1962.3726806640625
967,0.0493075,1.397144,0.73478603,-1961.303955078125
968,0.04879312,1.3939235,0.7361635,-1960.7703857421875
969,0.04879312,1.3939235,0.7361635,-1960.58349609375
970,0.04879312,1.3939235,0.7361635,-1960.39794921875
971,0.04879312,1.3939235,0.7361635,-1960.16015625
972,0.04933721,1.4128174,0.7417541,-1960.7672119140625
973,0.049551662,1.4098572,0.74776036,-1961.3814697265625
974,0.049551662,1.4098572,0.74776036,-1959.070556640625
975,0.049568012,1.428286,0.74765563,-1959.7802734375
976,0.049512915,1.4200693,0.7458714,-1959.76806640625
977,0.049430925,1.4365662,0.75663114,-1959.964599609375
978,0.05022161,1.4094629,0.7395983,-1960.26318359375
979,0.05022161,1.4094629,0.7395983,-1960.0518798828125
980,0.05050194,1.4079628,0.7407322,-1960.4915771484375
981,0.051280394,1.4253688,0.7354863,-1961.353515625
982,0.051280394,1.4253688,0.7354863,-1961.62890625
983,0.051280394,1.4253688,0.7354863,-1961.0850830078125
984,0.05253155,1.4169548,0.75128317,-1964.184814453125
985,0.05253155,1.4169548,0.75128317,-1961.1070556640625
986,0.053163033,1.438584,0.7578642,-1960.84130859375
987,0.053163033,1.438584,0.7578642,-1957.7789306640625
988,0.053163033,1.438584,0.7578642,-1959.5755615234375
989,0.053163033,1.438584,0.7578642,-1959.7740478515625
990,0.053856365,1.4369261,0.7540708,-1959.541748046875
991,0.053695243,1.4440808,0.76054174,-1959.181884765625
992,0.05425631,1.4274513,0.7591861,-1961.177490234375
993,0.05425631,1.4274513,0.7591861,-1958.517822265625
994,0.05425631,1.4274513,0.7591861,-1960.4248046875
995,0.05425631,1.4274513,0.7591861,-1960.7818603515625
996,0.05425631,1.4274513,0.7591861,-1963.7784423828125
997,0.05425631,1.4274513,0.7591861,-1959.073486328125
998,0.053444948,1.4446931,0.7479613,-1960.4046630859375
999,0.053045094,1.4461823,0.7491392,-1959.934814453125
1000,0.053045094,1.4461823,0.7491392,-1959.455810546875
1001,0.052965786,1.4492759,0.75165707,-1959.517822265625
1002,0.05305576,1.4576416,0.75135595,-1960.6602783203125
1003,0.052523162,1.4730208,0.7559217,-1958.5933837890625
1004,0.052523162,1.4730208,0.7559217,-1960.1329345703125
1005,0.052523162,1.4730208,0.7559217,-1960.2911376953125
1006,0.051536348,1.4716129,0.7570786,-1960.1324462890625
1007,0.05160242,1.4764224,0.7509275,-1959.6759033203125
1008,0.05160242,1.4764224,0.7509275,-1959.5068359375
1009,0.051669996,1.4817736,0.75132596,-1959.8236083984375
1010,0.05252101,1.4791176,0.763324,-1959.0838623046875
1011,0.052434165,1.4670836,0.7377397,-1961.4747314453125
1012,0.052434165,1.4670836,0.7377397,-1961.9334716796875
1013,0.05258422,1.4663028,0.75983936,-1961.0494384765625
1014,0.05258422,1.4663028,0.75983936,-1959.595947265625
1015,0.052461736,1.4769243,0.7483328,-1959.6256103515625
1016,0.052461736,1.4769243,0.7483328,-1960.2027587890625
1017,0.052093826,1.478326,0.7499917,-1959.13623046875
1018,0.052186225,1.4671582,0.754892,-1958.8199462890625
1019,0.052844893,1.4610407,0.7509814,-1959.5919189453125
1020,0.052994736,1.4937736,0.76830655,-1960.4266357421875
1021,0.052994736,1.4937736,0.76830655,-1959.2261962890625
1022,0.053190053,1.5090556,0.7675256,-1959.114013671875
1023,0.053190053,1.5090556,0.7675256,-1960.2332763671875
1024,0.05335981,1.5436233,0.7671478,-1959.4473876953125
1025,0.053836048,1.577782,0.7741831,-1959.5499267578125
1026,0.05402228,1.5999357,0.7761111,-1958.7100830078125
1027,0.05402228,1.5999357,0.7761111,-1957.5362548828125
1028,0.05402228,1.5999357,0.7761111,-1958.7598876953125
1029,0.053602934,1.5980736,0.7651076,-1959.6033935546875
1030,0.053880528,1.6156118,0.77922004,-1958.170654296875
1031,0.053880528,1.6156118,0.77922004,-1958.052490234375
1032,0.05540871,1.6128643,0.78698933,-1958.4896240234375
1033,0.05557605,1.6342038,0.7664566,-1960.474365234375
1034,0.05557605,1.6342038,0.7664566,-1960.9329833984375
1035,0.055725884,1.6233897,0.7818172,-1959.3223876953125
1036,0.055725884,1.6233897,0.7818172,-1958.488525390625
1037,0.055725884,1.6233897,0.7818172,-1958.9329833984375
1038,0.056207396,1.6311169,0.7890473,-1957.501953125
1039,0.056207396,1.6311169,0.7890473,-1957.34228515625
1040,0.05731931,1.6288121,0.7919669,-1958.1768798828125
1041,0.0563657,1.5997927,0.77672,-1957.314697265625
1042,0.0563657,1.5997927,0.77672,-1957.7451171875
1043,0.056422878,1.6041777,0.7857162,-1957.4339599609375
1044,0.056791715,1.6162437,0.78742045,-1958.0750732421875
1045,0.056791715,1.6162437,0.78742045,-1959.35205078125
1046,0.056791715,1.6162437,0.78742045,-1957.6307373046875
1047,0.056791715,1.6162437,0.78742045,-1958.1968994140625
1048,0.056791715,1.6162437,0.78742045,-1958.8392333984375
1049,0.056791715,1.6162437,0.78742045,-1956.8885498046875
1050,0.05723909,1.6364357,0.79034156,-1958.6600341796875
1051,0.056704234,1.6563566,0.7740896,-1959.1832275390625
1052,0.05737687,1.6415964,0.77613866,-1958.1043701171875
1053,0.057265025,1.6373025,0.7665467,-1960.6817626953125
1054,0.057265025,1.6373025,0.7665467,-1961.2833251953125
1055,0.058279134,1.6355083,0.779302,-1957.7060546875
1056,0.057787783,1.643228,0.7764749,-1959.0845947265625
1057,0.058787204,1.6499017,0.7823951,-1957.7410888671875
1058,0.058131922,1.6270896,0.7803049,-1957.9669189453125
1059,0.057818957,1.625576,0.7795412,-1957.6986083984375
1060,0.05636939,1.6283224,0.76578057,-1959.37451171875
1061,0.05636939,1.6283224,0.76578057,-1960.905517578125
1062,0.05636939,1.6283224,0.76578057,-1960.497802734375
1063,0.056058213,1.599151,0.7791972,-1958.00048828125
1064,0.056786653,1.5880665,0.78344846,-1958.041748046875
1065,0.056784745,1.5947981,0.7810999,-1958.0750732421875
1066,0.056775093,1.62518,0.7700306,-1958.7901611328125
1067,0.056775093,1.62518,0.7700306,-1959.876953125
1068,0.056775093,1.62518,0.7700306,-1958.647216796875
1069,0.056731496,1.6103604,0.7851727,-1957.872314453125
1070,0.057700302,1.6186451,0.7932724,-1959.1768798828125
1071,0.057700302,1.6186451,0.7932724,-1960.936767578125
1072,0.05729201,1.6284809,0.7867618,-1957.6773681640625
1073,0.057886142,1.6360795,0.7892822,-1958.01171875
1074,0.057886142,1.6360795,0.7892822,-1957.4410400390625
1075,0.057649635,1.6342405,0.78408843,-1957.6297607421875
1076,0.057649635,1.6342405,0.78408843,-1957.7215576171875
1077,0.057942107,1.6526108,0.7928821,-1958.202392578125
1078,0.058092542,1.6884017,0.7879206,-1957.8984375
1079,0.058335125,1.6763477,0.7850515,-1957.2564697265625
1080,0.058527935,1.6935136,0.7936469,-1957.505859375
1081,0.058305375,1.7054769,0.7892271,-1957.7843017578125
1082,0.058288943,1.7218765,0.78215915,-1958.88232421875
1083,0.058472533,1.7101411,0.78605986,-1957.8978271484375
1084,0.059527367,1.6936915,0.78825617,-1957.480224609375
1085,0.059139043,1.6646458,0.7847477,-1957.1998291015625
1086,0.059139043,1.6646458,0.7847477,-1957.8148193359375
1087,0.059139043,1.6646458,0.7847477,-1958.01513671875
1088,0.058446363,1.6312503,0.7824043,-1957.6810302734375
1089,0.058715947,1.652288,0.7878416,-1956.9798583984375
1090,0.058715947,1.652288,0.7878416,-1957.1827392578125
1091,0.058715947,1.652288,0.7878416,-1957.688232421875
1092,0.058613423,1.6374627,0.786975,-1957.822509765625
1093,0.058613423,1.6374627,0.786975,-1956.5028076171875
1094,0.05742331,1.6099976,0.7859351,-1959.0614013671875
1095,0.05742331,1.6099976,0.7859351,-1958.2615966796875
1096,0.05742331,1.6099976,0.7859351,-1958.2918701171875
1097,0.05808184,1.6062657,0.77394545,-1958.5523681640625
1098,0.05808184,1.6062657,0.77394545,-1958.614501953125
1099,0.057109974,1.5742972,0.7762154,-1957.4407958984375
1100,0.056449227,1.5870605,0.7626218,-1959.572998046875
1101,0.056449227,1.5870605,0.7626218,-1959.1898193359375
1102,0.056449227,1.5870605,0.7626218,-1960.61328125
1103,0.05555186,1.5926191,0.7716621,-1958.349853515625
1104,0.05555186,1.5926191,0.7716621,-1957.8682861328125
1105,0.055082753,1.5954286,0.7789142,-1958.850341796875
1106,0.055082753,1.5954286,0.7789142,-1957.3565673828125
1107,0.055082753,1.5954286,0.7789142,-1957.975341796875
1108,0.054451782,1.6115696,0.7735082,-1959.3365478515625
1109,0.054451782,1.6115696,0.7735082,-1958.6009521484375
1110,0.053980626,1.620445,0.7800798,-1958.3388671875
1111,0.053980626,1.620445,0.7800798,-1958.1153564453125
1112,0.054804754,1.6338075,0.78223485,-1958.520263671875
1113,0.054804754,1.6338075,0.78223485,-1958.1722412109375
1114,0.054804754,1.6338075,0.78223485,-1958.654052734375
1115,0.054804754,1.6338075,0.78223485,-1958.3865966796875
1116,0.054695718,1.6559991,0.7724892,-1959.7327880859375
1117,0.05436941,1.656286,0.7808578,-1958.89306640625
1118,0.05436941,1.656286,0.7808578,-1958.7562255859375
1119,0.05458626,1.6847537,0.78357023,-1958.4320068359375
1120,0.054698117,1.6861095,0.7916183,-1959.8704833984375
1121,0.05563446,1.687556,0.79187393,-1960.3197021484375
1122,0.05563446,1.687556,0.79187393,-1958.45703125
1123,0.054874048,1.6775175,0.78899556,-1958.4354248046875
1124,0.054874048,1.6775175,0.78899556,-1959.08837890625
1125,0.055285554,1.6737552,0.78850895,-1957.86767578125
1126,0.055285554,1.6737552,0.78850895,-1958.48583984375
1127,0.0562299,1.6747824,0.7876767,-1957.2491455078125
1128,0.055933334,1.646303,0.7814492,-1958.5150146484375
1129,0.056118365,1.6587543,0.7842571,-1958.1864013671875
1130,0.056346927,1.6562388,0.78523797,-1957.99560546875
1131,0.056825604,1.6720445,0.78534937,-1957.7015380859375
1132,0.056825604,1.6720445,0.78534937,-1958.1297607421875
1133,0.057084315,1.6952856,0.78662354,-1957.80859375
1134,0.057084315,1.6952856,0.78662354,-1958.942626953125
1135,0.057084315,1.6952856,0.78662354,-1957.8453369140625
1136,0.057777036,1.7027406,0.788751,-1957.6015625
1137,0.058061432,1.6981553,0.8007943,-1956.576416015625
1138,0.058061432,1.6981553,0.8007943,-1962.382080078125
1139,0.058061432,1.6981553,0.8007943,-1958.197509765625
1140,0.058061432,1.6981553,0.8007943,-1958.1949462890625
1141,0.057934634,1.7154975,0.78877187,-1957.7413330078125
1142,0.057934634,1.7154975,0.78877187,-1957.7696533203125
1143,0.058402944,1.7338383,0.8008588,-1956.392822265625
1144,0.058402944,1.7338383,0.8008588,-1957.4825439453125
1145,0.058402944,1.7338383,0.8008588,-1957.974853515625
1146,0.059982564,1.7387908,0.7949871,-1957.803955078125
1147,0.06072198,1.7451458,0.79686797,-1956.9111328125
1148,0.06072198,1.7451458,0.79686797,-1955.2137451171875
1149,0.06061113,1.7438987,0.79984087,-1956.949951171875
1150,0.059829053,1.7470468,0.80383706,-1957.1943359375
1151,0.060072023,1.7750764,0.8108128,-1958.0347900390625
1152,0.05890694,1.7980782,0.81067926,-1957.4552001953125
1153,0.05890694,1.7980782,0.81067926,-1956.6544189453125
1154,0.05940007,1.7767279,0.8066042,-1956.762939453125
1155,0.05940007,1.7767279,0.8066042,-1957.478759765625
1156,0.05940007,1.7767279,0.8066042,-1956.9967041015625
1157,0.05931196,1.7692859,0.8044284,-1957.154296875
1158,0.05931196,1.7692859,0.8044284,-1957.36572265625
1159,0.05931196,1.7692859,0.8044284,-1956.399169921875
1160,0.059327975,1.7757756,0.80168223,-1957.4527587890625
1161,0.059327975,1.7757756,0.80168223,-1957.4576416015625
1162,0.059327975,1.7757756,0.80168223,-1956.734375
1163,0.05933926,1.7685453,0.80157506,-1956.830322265625
1164,0.059767578,1.768816,0.81164205,-1957.836669921875
1165,0.059023693,1.7305504,0.80346215,-1956.9046630859375
1166,0.059677344,1.7240337,0.79127914,-1958.776611328125
1167,0.059677344,1.7240337,0.79127914,-1957.2147216796875
1168,0.059626117,1.7183502,0.7998243,-1958.489013671875
1169,0.059626117,1.7183502,0.7998243,-1958.712890625
1170,0.0597436,1.7585803,0.794121,-1957.167236328125
1171,0.059324253,1.7493854,0.7959801,-1957.967529296875
1172,0.05889149,1.7695415,0.7909087,-1957.35986328125
1173,0.057720255,1.7485799,0.79536164,-1958.1708984375
1174,0.05795411,1.7517315,0.788801,-1957.595947265625
1175,0.05795411,1.7517315,0.788801,-1958.5323486328125
1176,0.05795411,1.7517315,0.788801,-1958.578369140625
1177,0.05795411,1.7517315,0.788801,-1958.585205078125
1178,0.057730358,1.7508205,0.7856695,-1958.5634765625
1179,0.05671996,1.7133541,0.79837734,-1958.5250244140625
1180,0.05713499,1.7172309,0.7913316,-1958.2532958984375
1181,0.05713499,1.7172309,0.7913316,-1957.218994140625
1182,0.05728455,1.7299246,0.78131866,-1958.5224609375
1183,0.057084177,1.7600076,0.78964067,-1959.0203857421875
1184,0.05642569,1.7484839,0.78717774,-1958.4859619140625
1185,0.057115596,1.7426335,0.7843463,-1958.7291259765625
1186,0.05656985,1.7397032,0.7797694,-1960.0780029296875
1187,0.05656985,1.7397032,0.7797694,-1959.40185546875
1188,0.05721591,1.7344483,0.7919151,-1957.9017333984375
1189,0.05721591,1.7344483,0.7919151,-1958.7216796875
1190,0.05721591,1.7344483,0.7919151,-1958.010498046875
1191,0.05721591,1.7344483,0.7919151,-1958.5423583984375
1192,0.05715742,1.7318507,0.78897357,-1957.39208984375
1193,0.05653599,1.7010963,0.7924157,-1958.551025390625
1194,0.05653599,1.7010963,0.7924157,-1957.28955078125
1195,0.056037128,1.7215042,0.78009784,-1960.0540771484375
1196,0.055609956,1.7230457,0.7848527,-1958.0869140625
1197,0.05516722,1.7392782,0.78876233,-1959.1124267578125
1198,0.054418556,1.7379316,0.7947305,-1958.2864990234375
1199,0.054418556,1.7379316,0.7947305,-1958.9034423828125
1200,0.05494963,1.7404373,0.7874105,-1959.08642578125
1201,0.05494963,1.7404373,0.7874105,-1959.265625
1202,0.05494963,1.7404373,0.7874105,-1959.6881103515625
1203,0.055748772,1.7382519,0.8030703,-1958.5367431640625
1204,0.054413874,1.7533032,0.802379,-1960.4771728515625
1205,0.055167194,1.753534,0.787469,-1959.4654541015625
1206,0.055167194,1.753534,0.787469,-1958.8614501953125
1207,0.055167194,1.753534,0.787469,-1959.202392578125
1208,0.055167194,1.753534,0.787469,-1958.939697265625
1209,0.055167194,1.753534,0.787469,-1958.5457763671875
1210,0.055167194,1.753534,0.787469,-1959.4989013671875
1211,0.054943226,1.7463992,0.780776,-1960.0435791015625
1212,0.05500762,1.7519525,0.79218924,-1958.3167724609375
1213,0.05500762,1.7519525,0.79218924,-1958.396728515625
1214,0.05500762,1.7519525,0.79218924,-1960.040283203125
1215,0.05500762,1.7519525,0.79218924,-1958.2578125
1216,0.05500762,1.7519525,0.79218924,-1958.659423828125
1217,0.05500762,1.7519525,0.79218924,-1958.9940185546875
1218,0.05500762,1.7519525,0.79218924,-1958.9268798828125
1219,0.05500762,1.7519525,0.79218924,-1959.0770263671875
1220,0.055137306,1.7772841,0.77801466,-1962.246826171875
1221,0.05525482,1.7781061,0.79008836,-1959.3709716796875
1222,0.05525482,1.7781061,0.79008836,-1959.1220703125
1223,0.054663282,1.7677722,0.7795661,-1961.678955078125
1224,0.054663282,1.7677722,0.7795661,-1961.5706787109375
1225,0.054441825,1.8003753,0.7764318,-1963.2921142578125
1226,0.054441825,1.8003753,0.7764318,-1963.6064453125
1227,0.054441825,1.8003753,0.7764318,-1963.72998046875
1228,0.054441825,1.8003753,0.7764318,-1964.652587890625
1229,0.055022154,1.8307209,0.7809371,-1963.9517822265625
1230,0.055022154,1.8307209,0.7809371,-1963.34912109375
1231,0.055022154,1.8307209,0.7809371,-1963.29150390625
1232,0.054516796,1.8329211,0.78302735,-1963.013427734375
1233,0.054204136,1.8567926,0.7829795,-1963.595458984375
1234,0.053742196,1.8458896,0.79713196,-1961.245849609375
1235,0.053736996,1.8540354,0.80313534,-1961.4468994140625
1236,0.053736996,1.8540354,0.80313534,-1960.133056640625
1237,0.053736996,1.8540354,0.80313534,-1961.2025146484375
1238,0.053392842,1.884773,0.81107634,-1961.92333984375
1239,0.053272177,1.8760474,0.80703616,-1962.0982666015625
1240,0.053732116,1.8858818,0.81037045,-1962.4498291015625
1241,0.053732116,1.8858818,0.81037045,-1962.0439453125
1242,0.053732116,1.8858818,0.81037045,-1962.2354736328125
1243,0.05359087,1.8941883,0.81126827,-1961.8773193359375
1244,0.05359087,1.8941883,0.81126827,-1961.7017822265625
1245,0.05359087,1.8941883,0.81126827,-1962.1405029296875
1246,0.05441036,1.864601,0.80127686,-1960.252197265625
1247,0.05441036,1.864601,0.80127686,-1961.3377685546875
1248,0.054305308,1.8741622,0.79206246,-1961.875732421875
1249,0.054940946,1.885929,0.79012597,-1962.6361083984375
1250,0.054940946,1.885929,0.79012597,-1962.65625
1251,0.055242967,1.8815615,0.7943798,-1961.738525390625
1252,0.055242967,1.8815615,0.7943798,-1962.3028564453125
1253,0.055119537,1.8786203,0.7936553,-1962.3831787109375
1254,0.055119537,1.8786203,0.7936553,-1961.7427978515625
1255,0.054723267,1.8643677,0.80755544,-1959.977294921875
1256,0.054723267,1.8643677,0.80755544,-1961.5657958984375
1257,0.054723267,1.8643677,0.80755544,-1960.913330078125
1258,0.054723267,1.8643677,0.80755544,-1960.288818359375
1259,0.055116132,1.8648019,0.80793524,-1960.8779296875
1260,0.055116132,1.8648019,0.80793524,-1960.8291015625
1261,0.055682633,1.8649347,0.7991004,-1960.0859375
1262,0.05615146,1.8561306,0.8036477,-1960.136962890625
1263,0.0557449,1.8981855,0.81026995,-1961.091064453125
1264,0.05618588,1.9187616,0.8149017,-1960.2982177734375
1265,0.05618588,1.9187616,0.8149017,-1960.8203125
1266,0.05599132,1.9272745,0.80272853,-1961.149169921875
1267,0.056534722,1.9501823,0.81346995,-1960.6669921875
1268,0.056534722,1.9501823,0.81346995,-1961.0216064453125
1269,0.056103956,1.9844637,0.81894135,-1961.5870361328125
1270,0.056045957,2.0113287,0.81432074,-1962.178466796875
1271,0.056045957,2.0113287,0.81432074,-1961.406982421875
1272,0.055403158,2.025931,0.81824714,-1962.75
1273,0.055403158,2.025931,0.81824714,-1963.0323486328125
1274,0.05517553,2.0069273,0.8210484,-1963.7086181640625
1275,0.05517553,2.0069273,0.8210484,-1962.9273681640625
1276,0.055492833,2.0218554,0.8167627,-1962.8779296875
1277,0.055492833,2.0218554,0.8167627,-1962.3309326171875
1278,0.05611894,2.0244956,0.8232773,-1962.535400390625
1279,0.056341402,2.0092134,0.8302103,-1963.38037109375
1280,0.056657676,2.0434308,0.8332919,-1964.8857421875
1281,0.056501266,2.0389073,0.8168023,-1962.142822265625
1282,0.056995768,2.0405226,0.8297385,-1962.6297607421875
1283,0.05741101,2.031571,0.81405026,-1962.4190673828125
1284,0.05741101,2.031571,0.81405026,-1961.1197509765625
1285,0.058063608,1.9986398,0.81207883,-1960.474365234375
1286,0.058063608,1.9986398,0.81207883,-1960.07470703125
1287,0.05848069,1.9868877,0.8104127,-1960.2039794921875
1288,0.058625124,1.9675366,0.81612957,-1958.3543701171875
1289,0.05935781,1.9772743,0.82612395,-1959.3038330078125
1290,0.05985886,1.9904628,0.8298272,-1960.2471923828125
1291,0.060226947,2.028553,0.82540697,-1959.0546875
1292,0.060226947,2.028553,0.82540697,-1959.5718994140625
1293,0.06161936,2.0183525,0.82026285,-1958.0062255859375
1294,0.06161936,2.0183525,0.82026285,-1958.11572265625
1295,0.06161936,2.0183525,0.82026285,-1958.821044921875
1296,0.06247521,2.016452,0.80310136,-1961.739990234375
1297,0.06247521,2.016452,0.80310136,-1960.6590576171875
1298,0.06247521,2.016452,0.80310136,-1961.6700439453125
1299,0.061491974,1.9770899,0.80579364,-1959.95263671875
1300,0.061865386,1.9686406,0.8067029,-1959.239013671875
1301,0.061865386,1.9686406,0.8067029,-1958.9007568359375
1302,0.061248075,1.9628274,0.8136249,-1958.407958984375
1303,0.061248075,1.9628274,0.8136249,-1957.9483642578125
1304,0.061083548,1.9598087,0.80600405,-1959.1221923828125
1305,0.060096137,1.9671291,0.81818545,-1958.1781005859375
1306,0.061483413,1.9649899,0.8235099,-1958.8719482421875
1307,0.061483413,1.9649899,0.8235099,-1956.94677734375
1308,0.061483413,1.9649899,0.8235099,-1957.8856201171875
1309,0.061483413,1.9649899,0.8235099,-1958.09619140625
1310,0.061483413,1.9649899,0.8235099,-1958.37548828125
1311,0.061483413,1.9649899,0.8235099,-1957.7098388671875
1312,0.061483413,1.9649899,0.8235099,-1957.3377685546875
1313,0.061456267,1.9540612,0.81579465,-1957.5413818359375
1314,0.061456267,1.9540612,0.81579465,-1957.0040283203125
1315,0.061456267,1.9540612,0.81579465,-1957.492431640625
1316,0.06179787,1.9462098,0.8208423,-1957.6611328125
1317,0.06179787,1.9462098,0.8208423,-1959.7384033203125
1318,0.06263376,1.9235096,0.82886875,-1958.8978271484375
1319,0.062473524,1.9235026,0.82018584,-1958.60546875
1320,0.063052766,1.9085557,0.82522076,-1957.7891845703125
1321,0.063052766,1.9085557,0.82522076,-1958.081787109375
1322,0.06419763,1.9139717,0.8311267,-1961.423828125
1323,0.06419763,1.9139717,0.8311267,-1963.361572265625
1324,0.06375892,1.9168621,0.83518976,-1958.9566650390625
1325,0.06412149,1.9112997,0.8277218,-1957.3819580078125
1326,0.06412149,1.9112997,0.8277218,-1956.867919921875
1327,0.06454603,1.9554768,0.8323601,-1960.155517578125
1328,0.06388218,1.9366459,0.82610065,-1956.331298828125
1329,0.0640109,1.9352368,0.8249275,-1956.6500244140625
1330,0.063775904,1.9478911,0.8188747,-1956.5086669921875
1331,0.063775904,1.9478911,0.8188747,-1956.14306640625
1332,0.063775904,1.9478911,0.8188747,-1956.694091796875
1333,0.0634719,1.9558023,0.8188103,-1956.10595703125
1334,0.06427423,1.9668463,0.82182676,-1956.252197265625
1335,0.06427423,1.9668463,0.82182676,-1955.9951171875
1336,0.06427423,1.9668463,0.82182676,-1956.3824462890625
1337,0.06427423,1.9668463,0.82182676,-1956.098876953125
1338,0.06427423,1.9668463,0.82182676,-1955.5062255859375
1339,0.06427423,1.9668463,0.82182676,-1956.939453125
1340,0.06422713,1.9767168,0.82348156,-1956.6248779296875
1341,0.06422713,1.9767168,0.82348156,-1956.5540771484375
1342,0.06454473,1.9679321,0.82437587,-1956.323974609375
1343,0.06482747,1.9961379,0.8239613,-1955.81787109375
1344,0.06482747,1.9961379,0.8239613,-1955.89453125
1345,0.06538114,1.9989643,0.8221228,-1956.541015625
1346,0.0660611,1.9937811,0.8226317,-1955.8594970703125
1347,0.0660611,1.9937811,0.8226317,-1955.4359130859375
1348,0.06634189,2.0282319,0.81767637,-1956.811767578125
1349,0.06634189,2.0282319,0.81767637,-1956.90869140625
1350,0.06634189,2.0282319,0.81767637,-1956.452880859375
1351,0.06741773,2.0368726,0.82422537,-1955.848876953125
1352,0.06741773,2.0368726,0.82422537,-1955.6202392578125
1353,0.06741773,2.0368726,0.82422537,-1955.12451171875
1354,0.06741773,2.0368726,0.82422537,-1955.6351318359375
1355,0.06741773,2.0368726,0.82422537,-1957.13720703125
1356,0.06741773,2.0368726,0.82422537,-1955.685546875
1357,0.06741773,2.0368726,0.82422537,-1956.1085205078125
1358,0.06744746,2.0225363,0.8206333,-1956.0361328125
1359,0.06744746,2.0225363,0.8206333,-1956.0791015625
1360,0.068674065,2.0907807,0.82590556,-1956.2650146484375
1361,0.068674065,2.0907807,0.82590556,-1955.7900390625
1362,0.06812533,2.101771,0.82071024,-1957.81005859375
1363,0.06807141,2.1025167,0.8193244,-1958.2540283203125
1364,0.06807141,2.1025167,0.8193244,-1959.0626220703125
1365,0.06807141,2.1025167,0.8193244,-1958.122314453125
1366,0.0681375,2.08426,0.82103467,-1956.6055908203125
1367,0.0682156,2.0601957,0.81469184,-1958.1234130859375
1368,0.0682156,2.0601957,0.81469184,-1958.792724609375
1369,0.0682156,2.0601957,0.81469184,-1958.3194580078125
1370,0.0682156,2.0601957,0.81469184,-1959.2943115234375
1371,0.0682156,2.0601957,0.81469184,-1958.3675537109375
1372,0.0682156,2.0601957,0.81469184,-1958.5313720703125
1373,0.06751055,2.0499477,0.81399494,-1958.7373046875
1374,0.066758074,2.0178926,0.819831,-1956.1885986328125
1375,0.06658424,1.9825915,0.818103,-1956.0009765625
1376,0.06658424,1.9825915,0.818103,-1956.0703125
1377,0.06658424,1.9825915,0.818103,-1956.252685546875
1378,0.06666792,1.9557654,0.81463474,-1956.0107421875
1379,0.068196855,1.9464802,0.8154382,-1955.841064453125
1380,0.068196855,1.9464802,0.8154382,-1955.6884765625
1381,0.06799287,1.9647557,0.8339286,-1957.0032958984375
1382,0.06799287,1.9647557,0.8339286,-1957.135498046875
1383,0.06890204,1.9801966,0.8284338,-1954.357421875
1384,0.06890204,1.9801966,0.8284338,-1955.5396728515625
1385,0.0694025,1.9707088,0.8185544,-1955.6527099609375
1386,0.0694025,1.9707088,0.8185544,-1955.3209228515625
1387,0.0694025,1.9707088,0.8185544,-1954.6104736328125
1388,0.0694025,1.9707088,0.8185544,-1955.7100830078125
1389,0.06918347,1.9857873,0.8221798,-1955.8687744140625
1390,0.06918347,1.9857873,0.8221798,-1955.412841796875
1391,0.06918347,1.9857873,0.8221798,-1955.0692138671875
1392,0.06918347,1.9857873,0.8221798,-1955.12744140625
1393,0.06829503,1.9920639,0.8202791,-1955.8499755859375
1394,0.06829503,1.9920639,0.8202791,-1955.9190673828125
1395,0.06761557,1.9904082,0.822114,-1954.435546875
1396,0.06648998,1.9873565,0.8260094,-1954.4132080078125
1397,0.06648998,1.9873565,0.8260094,-1955.385498046875
1398,0.066255935,1.9575046,0.8206902,-1955.0574951171875
1399,0.06628401,1.9763951,0.8214103,-1955.7608642578125
1400,0.066183336,1.9621658,0.81971496,-1956.31591796875
1401,0.065581754,1.9661136,0.80787694,-1957.931396484375
1402,0.06486552,1.9624541,0.8294595,-1959.0079345703125
1403,0.06486552,1.9624541,0.8294595,-1956.01953125
1404,0.06500745,1.9901013,0.8189957,-1955.5943603515625
1405,0.06500745,1.9901013,0.8189957,-1956.6416015625
1406,0.06500745,1.9901013,0.8189957,-1956.6920166015625
1407,0.06570648,2.0017173,0.82454073,-1956.4716796875
1408,0.06651798,2.0038207,0.8221174,-1955.01611328125
1409,0.06678725,2.027025,0.83367133,-1955.82666015625
1410,0.0665462,2.0207424,0.8326905,-1955.515625
1411,0.06668684,2.0237558,0.8271406,-1955.681396484375
1412,0.06667733,2.0212994,0.8257821,-1954.7894287109375
