idx,alpha,mu,omega,rho,loglike
0,0.05,0.02,0.0,0.0,-inf
1,0.05,0.02,0.0,0.02,-inf
2,0.05,0.02,0.0,0.04,-inf
3,0.05,0.02,0.0,0.06,-inf
4,0.05,0.02,0.0,0.08,-inf
5,0.05,0.02,0.0,0.1,-inf
6,0.05,0.02,0.0,0.12,-inf
7,0.05,0.02,0.0,0.14,-inf
8,0.05,0.02,0.0,0.16,-inf
9,0.05,0.02,0.0,0.18,-inf
10,0.05,0.02,0.0,0.2,-inf
11,0.05,0.02,0.0,0.22,-inf
12,0.05,0.02,0.0,0.24,-inf
13,0.05,0.02,0.0,0.26,-inf
14,0.05,0.02,0.0,0.28,-inf
15,0.05,0.02,0.0,0.3,-inf
16,0.05,0.02,0.0,0.32,-inf
17,0.05,0.02,0.0,0.34,-inf
18,0.05,0.02,0.0,0.36,-inf
19,0.05,0.02,0.0,0.38,-inf
20,0.05,0.02,0.0,0.4,-inf
21,0.05,0.02,0.0,0.42,-inf
22,0.05,0.02,0.0,0.44,-inf
23,0.05,0.02,0.0,0.46,-inf
24,0.05,0.02,0.0,0.48,-inf
25,0.05,0.02,0.0,0.5,-inf
26,0.05,0.02,0.0,0.52,-inf
27,0.05,0.02,0.0,0.54,-inf
28,0.05,0.02,0.0,0.56,-inf
29,0.05,0.02,0.0,0.58,-inf
30,0.05,0.02,0.0,0.6,-inf
31,0.05,0.02,0.0,0.62,-inf
32,0.05,0.02,0.0,0.64,-inf
33,0.05,0.02,0.0,0.66,-inf
34,0.05,0.02,0.0,0.68,-inf
35,0.05,0.02,0.0,0.7,-inf
36,0.05,0.02,0.0,0.72,-inf
37,0.05,0.02,0.0,0.74,-inf
38,0.05,0.02,0.0,0.76,-inf
39,0.05,0.02,0.0,0.78,-inf
40,0.05,0.02,0.0,0.8,-inf
41,0.05,0.02,0.0,0.82,-inf
42,0.05,0.02,0.0,0.84,-inf
43,0.05,0.02,0.0,0.86,-inf
44,0.05,0.02,0.0,0.88,-inf
45,0.05,0.02,0.0,0.9,-inf
46,0.05,0.02,0.0,0.92,-inf
47,0.05,0.02,0.0,0.94,-inf
48,0.05,0.02,0.0,0.96,-inf
49,0.05,0.02,0.0,0.98,-inf
50,0.05,0.02,0.0,1.0,-inf
51,0.05,0.04,0.0,0.0,-inf
52,0.05,0.04,0.0,0.02,-inf
53,0.05,0.04,0.0,0.04,-inf
54,0.05,0.04,0.0,0.06,-inf
55,0.05,0.04,0.0,0.08,-inf
56,0.05,0.04,0.0,0.1,-inf
57,0.05,0.04,0.0,0.12,-inf
58,0.05,0.04,0.0,0.14,-inf
59,0.05,0.04,0.0,0.16,-inf
60,0.05,0.04,0.0,0.18,-inf
61,0.05,0.04,0.0,0.2,-inf
62,0.05,0.04,0.0,0.22,-inf
63,0.05,0.04,0.0,0.24,-inf
64,0.05,0.04,0.0,0.26,-inf
65,0.05,0.04,0.0,0.28,-inf
66,0.05,0.04,0.0,0.3,-inf
67,0.05,0.04,0.0,0.32,-inf
68,0.05,0.04,0.0,0.34,-inf
69,0.05,0.04,0.0,0.36,-inf
70,0.05,0.04,0.0,0.38,-inf
71,0.05,0.04,0.0,0.4,-inf
72,0.05,0.04,0.0,0.42,-inf
73,0.05,0.04,0.0,0.44,-inf
74,0.05,0.04,0.0,0.46,-inf
75,0.05,0.04,0.0,0.48,-inf
76,0.05,0.04,0.0,0.5,-inf
77,0.05,0.04,0.0,0.52,-inf
78,0.05,0.04,0.0,0.54,-inf
79,0.05,0.04,0.0,0.56,-inf
80,0.05,0.04,0.0,0.58,-inf
81,0.05,0.04,0.0,0.6,-inf
82,0.05,0.04,0.0,0.62,-inf
83,0.05,0.04,0.0,0.64,-inf
84,0.05,0.04,0.0,0.66,-inf
85,0.05,0.04,0.0,0.68,-inf
86,0.05,0.04,0.0,0.7,-inf
87,0.05,0.04,0.0,0.72,-inf
88,0.05,0.04,0.0,0.74,-inf
89,0.05,0.04,0.0,0.76,-inf
90,0.05,0.04,0.0,0.78,-inf
91,0.05,0.04,0.0,0.8,-inf
92,0.05,0.04,0.0,0.82,-inf
93,0.05,0.04,0.0,0.84,-inf
94,0.05,0.04,0.0,0.86,-inf
95,0.05,0.04,0.0,0.88,-inf
96,0.05,0.04,0.0,0.9,-inf
97,0.05,0.04,0.0,0.92,-inf
98,0.05,0.04,0.0,0.94,-inf
99,0.05,0.04,0.0,0.96,-inf
100,0.05,0.04,0.0,0.98,-inf
101,0.05,0.04,0.0,1.0,-inf
102,0.05,0.06,0.0,0.0,-inf
103,0.05,0.06,0.0,0.02,-inf
104,0.05,0.06,0.0,0.04,-inf
105,0.05,0.06,0.0,0.06,-inf
106,0.05,0.06,0.0,0.08,-inf
107,0.05,0.06,0.0,0.1,-inf
108,0.05,0.06,0.0,0.12,-inf
109,0.05,0.06,0.0,0.14,-inf
110,0.05,0.06,0.0,0.16,-inf
111,0.05,0.06,0.0,0.18,-inf
112,0.05,0.06,0.0,0.2,-inf
113,0.05,0.06,0.0,0.22,-inf
114,0.05,0.06,0.0,0.24,-inf
115,0.05,0.06,0.0,0.26,-inf
116,0.05,0.06,0.0,0.28,-inf
117,0.05,0.06,0.0,0.3,-inf
118,0.05,0.06,0.0,0.32,-inf
119,0.05,0.06,0.0,0.34,-inf
120,0.05,0.06,0.0,0.36,-inf
121,0.05,0.06,0.0,0.38,-inf
122,0.05,0.06,0.0,0.4,-inf
123,0.05,0.06,0.0,0.42,-inf
124,0.05,0.06,0.0,0.44,-inf
125,0.05,0.06,0.0,0.46,-inf
126,0.05,0.06,0.0,0.48,-inf
127,0.05,0.06,0.0,0.5,-inf
128,0.05,0.06,0.0,0.52,-inf
129,0.05,0.06,0.0,0.54,-inf
130,0.05,0.06,0.0,0.56,-inf
131,0.05,0.06,0.0,0.58,-inf
132,0.05,0.06,0.0,0.6,-inf
133,0.05,0.06,0.0,0.62,-inf
134,0.05,0.06,0.0,0.64,-inf
135,0.05,0.06,0.0,0.66,-inf
136,0.05,0.06,0.0,0.68,-inf
137,0.05,0.06,0.0,0.7,-inf
138,0.05,0.06,0.0,0.72,-inf
139,0.05,0.06,0.0,0.74,-inf
140,0.05,0.06,0.0,0.76,-inf
141,0.05,0.06,0.0,0.78,-inf
142,0.05,0.06,0.0,0.8,-inf
143,0.05,0.06,0.0,0.82,-inf
144,0.05,0.06,0.0,0.84,-inf
145,0.05,0.06,0.0,0.86,-inf
146,0.05,0.06,0.0,0.88,-inf
147,0.05,0.06,0.0,0.9,-inf
148,0.05,0.06,0.0,0.92,-inf
149,0.05,0.06,0.0,0.94,-inf
150,0.05,0.06,0.0,0.96,-inf
151,0.05,0.06,0.0,0.98,-inf
152,0.05,0.06,0.0,1.0,-inf
153,0.05,0.08,0.0,0.0,-inf
154,0.05,0.08,0.0,0.02,-inf
155,0.05,0.08,0.0,0.04,-inf
156,0.05,0.08,0.0,0.06,-inf
157,0.05,0.08,0.0,0.08,-inf
158,0.05,0.08,0.0,0.1,-inf
159,0.05,0.08,0.0,0.12,-inf
160,0.05,0.08,0.0,0.14,-inf
161,0.05,0.08,0.0,0.16,-inf
162,0.05,0.08,0.0,0.18,-inf
163,0.05,0.08,0.0,0.2,-inf
164,0.05,0.08,0.0,0.22,-inf
165,0.05,0.08,0.0,0.24,-inf
166,0.05,0.08,0.0,0.26,-inf
167,0.05,0.08,0.0,0.28,-inf
168,0.05,0.08,0.0,0.3,-inf
169,0.05,0.08,0.0,0.32,-inf
170,0.05,0.08,0.0,0.34,-inf
171,0.05,0.08,0.0,0.36,-inf
172,0.05,0.08,0.0,0.38,-inf
173,0.05,0.08,0.0,0.4,-inf
174,0.05,0.08,0.0,0.42,-inf
175,0.05,0.08,0.0,0.44,-inf
176,0.05,0.08,0.0,0.46,-inf
177,0.05,0.08,0.0,0.48,-inf
178,0.05,0.08,0.0,0.5,-inf
179,0.05,0.08,0.0,0.52,-inf
180,0.05,0.08,0.0,0.54,-inf
181,0.05,0.08,0.0,0.56,-inf
182,0.05,0.08,0.0,0.58,-inf
183,0.05,0.08,0.0,0.6,-inf
184,0.05,0.08,0.0,0.62,-inf
185,0.05,0.08,0.0,0.64,-inf
186,0.05,0.08,0.0,0.66,-inf
187,0.05,0.08,0.0,0.68,-inf
188,0.05,0.08,0.0,0.7,-inf
189,0.05,0.08,0.0,0.72,-inf
190,0.05,0.08,0.0,0.74,-inf
191,0.05,0.08,0.0,0.76,-inf
192,0.05,0.08,0.0,0.78,-inf
193,0.05,0.08,0.0,0.8,-inf
194,0.05,0.08,0.0,0.82,-inf
195,0.05,0.08,0.0,0.84,-inf
196,0.05,0.08,0.0,0.86,-inf
197,0.05,0.08,0.0,0.88,-inf
198,0.05,0.08,0.0,0.9,-inf
199,0.05,0.08,0.0,0.92,-inf
200,0.05,0.08,0.0,0.94,-inf
201,0.05,0.08,0.0,0.96,-inf
202,0.05,0.08,0.0,0.98,-inf
203,0.05,0.08,0.0,1.0,-inf
204,0.05,0.1,0.0,0.0,-inf
205,0.05,0.1,0.0,0.02,-inf
206,0.05,0.1,0.0,0.04,-inf
207,0.05,0.1,0.0,0.06,-inf
208,0.05,0.1,0.0,0.08,-inf
209,0.05,0.1,0.0,0.1,-inf
210,0.05,0.1,0.0,0.12,-inf
211,0.05,0.1,0.0,0.14,-inf
212,0.05,0.1,0.0,0.16,-inf
213,0.05,0.1,0.0,0.18,-inf
214,0.05,0.1,0.0,0.2,-inf
215,0.05,0.1,0.0,0.22,-inf
216,0.05,0.1,0.0,0.24,-inf
217,0.05,0.1,0.0,0.26,-inf
218,0.05,0.1,0.0,0.28,-inf
219,0.05,0.1,0.0,0.3,-inf
220,0.05,0.1,0.0,0.32,-inf
221,0.05,0.1,0.0,0.34,-inf
222,0.05,0.1,0.0,0.36,-inf
223,0.05,0.1,0.0,0.38,-inf
224,0.05,0.1,0.0,0.4,-inf
225,0.05,0.1,0.0,0.42,-inf
226,0.05,0.1,0.0,0.44,-inf
227,0.05,0.1,0.0,0.46,-inf
228,0.05,0.1,0.0,0.48,-inf
229,0.05,0.1,0.0,0.5,-inf
230,0.05,0.1,0.0,0.52,-inf
231,0.05,0.1,0.0,0.54,-inf
232,0.05,0.1,0.0,0.56,-inf
233,0.05,0.1,0.0,0.58,-inf
234,0.05,0.1,0.0,0.6,-inf
235,0.05,0.1,0.0,0.62,-inf
236,0.05,0.1,0.0,0.64,-inf
237,0.05,0.1,0.0,0.66,-inf
238,0.05,0.1,0.0,0.68,-inf
239,0.05,0.1,0.0,0.7,-inf
240,0.05,0.1,0.0,0.72,-inf
241,0.05,0.1,0.0,0.74,-inf
242,0.05,0.1,0.0,0.76,-inf
243,0.05,0.1,0.0,0.78,-inf
244,0.05,0.1,0.0,0.8,-inf
245,0.05,0.1,0.0,0.82,-inf
246,0.05,0.1,0.0,0.84,-inf
247,0.05,0.1,0.0,0.86,-inf
248,0.05,0.1,0.0,0.88,-inf
249,0.05,0.1,0.0,0.9,-inf
250,0.05,0.1,0.0,0.92,-inf
251,0.05,0.1,0.0,0.94,-inf
252,0.05,0.1,0.0,0.96,-inf
253,0.05,0.1,0.0,0.98,-inf
254,0.05,0.1,0.0,1.0,-inf
255,0.05,0.12,0.0,0.0,-inf
256,0.05,0.12,0.0,0.02,-inf
257,0.05,0.12,0.0,0.04,-inf
258,0.05,0.12,0.0,0.06,-inf
259,0.05,0.12,0.0,0.08,-inf
260,0.05,0.12,0.0,0.1,-inf
261,0.05,0.12,0.0,0.12,-inf
262,0.05,0.12,0.0,0.14,-inf
263,0.05,0.12,0.0,0.16,-inf
264,0.05,0.12,0.0,0.18,-inf
265,0.05,0.12,0.0,0.2,-inf
266,0.05,0.12,0.0,0.22,-inf
267,0.05,0.12,0.0,0.24,-inf
268,0.05,0.12,0.0,0.26,-inf
269,0.05,0.12,0.0,0.28,-inf
270,0.05,0.12,0.0,0.3,-inf
271,0.05,0.12,0.0,0.32,-inf
272,0.05,0.12,0.0,0.34,-inf
273,0.05,0.12,0.0,0.36,-inf
274,0.05,0.12,0.0,0.38,-inf
275,0.05,0.12,0.0,0.4,-inf
276,0.05,0.12,0.0,0.42,-inf
277,0.05,0.12,0.0,0.44,-inf
278,0.05,0.12,0.0,0.46,-inf
279,0.05,0.12,0.0,0.48,-inf
280,0.05,0.12,0.0,0.5,-inf
281,0.05,0.12,0.0,0.52,-inf
282,0.05,0.12,0.0,0.54,-inf
283,0.05,0.12,0.0,0.56,-inf
284,0.05,0.12,0.0,0.58,-inf
285,0.05,0.12,0.0,0.6,-inf
286,0.05,0.12,0.0,0.62,-inf
287,0.05,0.12,0.0,0.64,-inf
288,0.05,0.12,0.0,0.66,-inf
289,0.05,0.12,0.0,0.68,-inf
290,0.05,0.12,0.0,0.7,-inf
291,0.05,0.12,0.0,0.72,-inf
292,0.05,0.12,0.0,0.74,-inf
293,0.05,0.12,0.0,0.76,-inf
294,0.05,0.12,0.0,0.78,-inf
295,0.05,0.12,0.0,0.8,-inf
296,0.05,0.12,0.0,0.82,-inf
297,0.05,0.12,0.0,0.84,-inf
298,0.05,0.12,0.0,0.86,-inf
299,0.05,0.12,0.0,0.88,-inf
300,0.05,0.12,0.0,0.9,-inf
301,0.05,0.12,0.0,0.92,-inf
302,0.05,0.12,0.0,0.94,-inf
303,0.05,0.12,0.0,0.96,-inf
304,0.05,0.12,0.0,0.98,-inf
305,0.05,0.12,0.0,1.0,-inf
306,0.05,0.14,0.0,0.0,-inf
307,0.05,0.14,0.0,0.02,-inf
308,0.05,0.14,0.0,0.04,-inf
309,0.05,0.14,0.0,0.06,-inf
310,0.05,0.14,0.0,0.08,-inf
311,0.05,0.14,0.0,0.1,-inf
312,0.05,0.14,0.0,0.12,-inf
313,0.05,0.14,0.0,0.14,-inf
314,0.05,0.14,0.0,0.16,-inf
315,0.05,0.14,0.0,0.18,-inf
316,0.05,0.14,0.0,0.2,-inf
317,0.05,0.14,0.0,0.22,-inf
318,0.05,0.14,0.0,0.24,-inf
319,0.05,0.14,0.0,0.26,-inf
320,0.05,0.14,0.0,0.28,-inf
321,0.05,0.14,0.0,0.3,-inf
322,0.05,0.14,0.0,0.32,-inf
323,0.05,0.14,0.0,0.34,-inf
324,0.05,0.14,0.0,0.36,-inf
325,0.05,0.14,0.0,0.38,-inf
326,0.05,0.14,0.0,0.4,-inf
327,0.05,0.14,0.0,0.42,-inf
328,0.05,0.14,0.0,0.44,-inf
329,0.05,0.14,0.0,0.46,-inf
330,0.05,0.14,0.0,0.48,-inf
331,0.05,0.14,0.0,0.5,-inf
332,0.05,0.14,0.0,0.52,-inf
333,0.05,0.14,0.0,0.54,-inf
334,0.05,0.14,0.0,0.56,-inf
335,0.05,0.14,0.0,0.58,-inf
336,0.05,0.14,0.0,0.6,-inf
337,0.05,0.14,0.0,0.62,-inf
338,0.05,0.14,0.0,0.64,-inf
339,0.05,0.14,0.0,0.66,-inf
340,0.05,0.14,0.0,0.68,-inf
341,0.05,0.14,0.0,0.7,-inf
342,0.05,0.14,0.0,0.72,-inf
343,0.05,0.14,0.0,0.74,-inf
