idx,alpha,mu,omega,rho,loglike
342,0.05,0.14,0.0,0.72,-2328.7470703125
343,0.05,0.14,0.0,0.74,-2319.219482421875
344,0.05,0.14,0.0,0.76,-2327.923828125
345,0.05,0.14,0.0,0.78,-2356.8740234375
346,0.05,0.14,0.0,0.8,-2392.14306640625
347,0.05,0.14,0.0,0.82,-2415.151123046875
348,0.05,0.14,0.0,0.84,-2394.94140625
349,0.05,0.14,0.0,0.86,-2475.606689453125
350,0.05,0.14,0.0,0.88,-2399.5634765625
351,0.05,0.14,0.0,0.9,-2488.3505859375
352,0.05,0.14,0.0,0.92,-2473.65673828125
353,0.05,0.14,0.0,0.94,-2512.06494140625
354,0.05,0.14,0.0,0.96,-2558.2021484375
355,0.05,0.14,0.0,0.98,-2549.412109375
356,0.05,0.14,0.0,1.0,-2567.154296875
357,0.05,0.16,0.0,0.0,-inf
358,0.05,0.16,0.0,0.02,-2002.961669921875
359,0.05,0.16,0.0,0.04,-1896.218017578125
360,0.05,0.16,0.0,0.06,-1718.795166015625
361,0.05,0.16,0.0,0.08,-1762.452392578125
362,0.05,0.16,0.0,0.1,-1698.416259765625
363,0.05,0.16,0.0,0.12,-1712.29150390625
364,0.05,0.16,0.0,0.14,-1729.244873046875
365,0.05,0.16,0.0,0.16,-1708.8426513671875
366,0.05,0.16,0.0,0.18,-1716.19873046875
367,0.05,0.16,0.0,0.2,-1687.5931396484375
368,0.05,0.16,0.0,0.22,-1706.2373046875
369,0.05,0.16,0.0,0.24,-1734.2127685546875
370,0.05,0.16,0.0,0.26,-1727.3515625
371,0.05,0.16,0.0,0.28,-1744.3983154296875
372,0.05,0.16,0.0,0.3,-1770.9273681640625
373,0.05,0.16,0.0,0.32,-1757.38818359375
374,0.05,0.16,0.0,0.34,-1802.3006591796875
375,0.05,0.16,0.0,0.36,-1816.779052734375
376,0.05,0.16,0.0,0.38,-1820.4854736328125
377,0.05,0.16,0.0,0.4,-1829.3603515625
378,0.05,0.16,0.0,0.42,-1879.658447265625
379,0.05,0.16,0.0,0.44,-1882.9461669921875
380,0.05,0.16,0.0,0.46,-1919.40771484375
381,0.05,0.16,0.0,0.48,-1916.5914306640625
382,0.05,0.16,0.0,0.5,-1933.791748046875
383,0.05,0.16,0.0,0.52,-1968.4002685546875
384,0.05,0.16,0.0,0.54,-1986.810791015625
385,0.05,0.16,0.0,0.56,-2011.62109375
386,0.05,0.16,0.0,0.58,-2039.59912109375
387,0.05,0.16,0.0,0.6,-2028.80419921875
388,0.05,0.16,0.0,0.62,-2077.691650390625
389,0.05,0.16,0.0,0.64,-2104.848388671875
390,0.05,0.16,0.0,0.66,-2114.49658203125
391,0.05,0.16,0.0,0.68,-2121.64306640625
392,0.05,0.16,0.0,0.7,-2155.949462890625
393,0.05,0.16,0.0,0.72,-2182.215087890625
394,0.05,0.16,0.0,0.74,-2202.393310546875
395,0.05,0.16,0.0,0.76,-2199.32568359375
396,0.05,0.16,0.0,0.78,-2242.095703125
