idx,alpha,mu,omega,rho,loglike
0,0.05,0.01,0.0,1.0,-inf
1,0.05,0.02,0.0,1.0,-inf
2,0.05,0.03,0.0,1.0,-inf
3,0.05,0.04,0.0,1.0,-inf
4,0.05,0.05,0.0,1.0,-inf
5,0.05,0.06,0.0,1.0,-inf
6,0.05,0.07,0.0,1.0,-inf
7,0.05,0.08,0.0,1.0,-inf
8,0.05,0.09,0.0,1.0,-inf
9,0.05,0.1,0.0,1.0,-inf
10,0.05,0.11,0.0,1.0,-inf
11,0.05,0.12,0.0,1.0,-inf
12,0.05,0.13,0.0,1.0,-2376.718017578125
13,0.05,0.14,0.0,1.0,-1895.585693359375
14,0.05,0.15,0.0,1.0,-1919.91357421875
15,0.05,0.16,0.0,1.0,-1727.6318359375
16,0.05,0.17,0.0,1.0,-1641.48046875
17,0.05,0.18,0.0,1.0,-1485.7742919921875
18,0.05,0.19,0.0,1.0,-1313.435302734375
19,0.05,0.2,0.0,1.0,-1219.083984375
20,0.05,0.21,0.0,1.0,-1266.5230712890625
21,0.05,0.22,0.0,1.0,-1127.286865234375
22,0.05,0.23,0.0,1.0,-1081.3631591796875
23,0.05,0.24,0.0,1.0,-1006.2672729492188
24,0.05,0.25,0.0,1.0,-985.1821899414062
25,0.05,0.26,0.0,1.0,-919.1417236328125
26,0.05,0.27,0.0,1.0,-927.8074340820312
27,0.05,0.28,0.0,1.0,-912.6690673828125
28,0.05,0.29,0.0,1.0,-896.3214111328125
29,0.05,0.3,0.0,1.0,-889.1365966796875
30,0.05,0.31,0.0,1.0,-889.5068969726562
31,0.05,0.32,0.0,1.0,-887.7249755859375
32,0.05,0.33,0.0,1.0,-887.727783203125
33,0.05,0.34,0.0,1.0,-892.08447265625
34,0.05,0.35,0.0,1.0,-889.1685791015625
35,0.05,0.36,0.0,1.0,-890.6386108398438
36,0.05,0.37,0.0,1.0,-890.1069946289062
37,0.05,0.38,0.0,1.0,-895.9384765625
38,0.05,0.39,0.0,1.0,-897.3324584960938
39,0.05,0.4,0.0,1.0,-897.8452758789062
40,0.05,0.41,0.0,1.0,-899.80712890625
41,0.05,0.42,0.0,1.0,-903.7750244140625
42,0.05,0.43,0.0,1.0,-906.72119140625
43,0.05,0.44,0.0,1.0,-904.9229736328125
44,0.05,0.45,0.0,1.0,-907.286865234375
45,0.05,0.46,0.0,1.0,-910.30615234375
46,0.05,0.47,0.0,1.0,-913.903564453125
47,0.05,0.48,0.0,1.0,-915.6001586914062
48,0.05,0.49,0.0,1.0,-913.8060302734375
49,0.05,0.5,0.0,1.0,-920.17138671875
50,0.05,0.51,0.0,1.0,-916.2515258789062
51,0.05,0.52,0.0,1.0,-922.1987915039062
52,0.05,0.53,0.0,1.0,-922.2921142578125
53,0.05,0.54,0.0,1.0,-929.5440673828125
54,0.05,0.55,0.0,1.0,-927.4815673828125
55,0.05,0.56,0.0,1.0,-932.1395874023438
56,0.05,0.57,0.0,1.0,-932.83447265625
57,0.05,0.58,0.0,1.0,-930.9505004882812
58,0.05,0.59,0.0,1.0,-931.3792114257812
59,0.05,0.6,0.0,1.0,-936.1835327148438
60,0.05,0.61,0.0,1.0,-936.53271484375
61,0.05,0.62,0.0,1.0,-935.7728271484375
62,0.05,0.63,0.0,1.0,-943.5631103515625
63,0.05,0.64,0.0,1.0,-942.6824951171875
64,0.05,0.65,0.0,1.0,-947.8546142578125
65,0.05,0.66,0.0,1.0,-943.1913452148438
66,0.05,0.67,0.0,1.0,-945.9366455078125
67,0.05,0.68,0.0,1.0,-946.1049194335938
68,0.05,0.69,0.0,1.0,-947.67578125
69,0.05,0.7,0.0,1.0,-948.548095703125
70,0.05,0.71,0.0,1.0,-947.8924560546875
71,0.05,0.72,0.0,1.0,-952.4837646484375
72,0.05,0.73,0.0,1.0,-955.6910400390625
73,0.05,0.74,0.0,1.0,-954.3463745117188
74,0.05,0.75,0.0,1.0,-956.4346313476562
75,0.05,0.76,0.0,1.0,-953.6016845703125
76,0.05,0.77,0.0,1.0,-958.0278930664062
77,0.05,0.78,0.0,1.0,-958.2879638671875
78,0.05,0.79,0.0,1.0,-957.299560546875
79,0.05,0.8,0.0,1.0,-961.3980712890625
80,0.05,0.81,0.0,1.0,-963.272705078125
81,0.05,0.82,0.0,1.0,-964.0634765625
82,0.05,0.83,0.0,1.0,-961.3988037109375
83,0.05,0.84,0.0,1.0,-962.5242919921875
84,0.05,0.85,0.0,1.0,-970.8699951171875
85,0.05,0.86,0.0,1.0,-973.3994140625
86,0.05,0.87,0.0,1.0,-968.8235473632812
87,0.05,0.88,0.0,1.0,-970.507080078125
88,0.05,0.89,0.0,1.0,-969.6817016601562
89,0.05,0.9,0.0,1.0,-974.5174560546875
90,0.05,0.91,0.0,1.0,-970.5574951171875
91,0.05,0.92,0.0,1.0,-974.2870483398438
92,0.05,0.93,0.0,1.0,-975.4970092773438
93,0.05,0.94,0.0,1.0,-988.8121337890625
94,0.05,0.95,0.0,1.0,-974.3027954101562
95,0.05,0.96,0.0,1.0,-970.5062255859375
96,0.05,0.97,0.0,1.0,-973.9407958984375
97,0.05,0.98,0.0,1.0,-976.6439208984375
98,0.05,0.99,0.0,1.0,-992.98486328125
99,0.05,1.0,0.0,1.0,-978.0217895507812
