idx,alpha,mu,omega,loglike
992,0.02,1.2,0.6923076923076923,1.4203992936756355e+21
993,0.02,1.2,0.7307692307692308,1.4480694097861998e+21
994,0.02,1.2,0.7692307692307693,1.4203992936756355e+21
995,0.02,1.2,0.8076923076923077,1.4480694097861998e+21
996,0.02,1.2,0.8461538461538463,1.4480694097861998e+21
997,0.02,1.2,0.8846153846153847,-inf
998,0.02,1.2,0.9230769230769231,-inf
999,0.02,1.2,0.9615384615384616,-inf
1000,0.02,1.28,0.038461538461538464,1.4203992936756355e+21
1001,0.02,1.28,0.07692307692307693,1.4203992936756355e+21
1002,0.02,1.28,0.11538461538461539,1.4203992936756355e+21
1003,0.02,1.28,0.15384615384615385,1.4203992936756355e+21
1004,0.02,1.28,0.19230769230769232,1.4203992936756355e+21
1005,0.02,1.28,0.23076923076923078,1.4203992936756355e+21
1006,0.02,1.28,0.2692307692307693,1.4203992936756355e+21
1007,0.02,1.28,0.3076923076923077,1.4480694097861998e+21
1008,0.02,1.28,0.34615384615384615,1.4203992936756355e+21
1009,0.02,1.28,0.38461538461538464,1.4203992936756355e+21
1010,0.02,1.28,0.42307692307692313,1.4203992936756355e+21
1011,0.02,1.28,0.46153846153846156,1.4203992936756355e+21
1012,0.02,1.28,0.5,1.4203992936756355e+21
1013,0.02,1.28,0.5384615384615385,1.4203992936756355e+21
1014,0.02,1.28,0.576923076923077,1.4203992936756355e+21
1015,0.02,1.28,0.6153846153846154,1.4480694097861998e+21
1016,0.02,1.28,0.6538461538461539,1.4480694097861998e+21
1017,0.02,1.28,0.6923076923076923,1.4203992936756355e+21
1018,0.02,1.28,0.7307692307692308,1.4203992936756355e+21
1019,0.02,1.28,0.7692307692307693,1.4203992936756355e+21
1020,0.02,1.28,0.8076923076923077,1.4480694097861998e+21
1021,0.02,1.28,0.8461538461538463,1.4480694097861998e+21
1022,0.02,1.28,0.8846153846153847,-inf
1023,0.02,1.28,0.9230769230769231,-inf
1024,0.02,1.28,0.9615384615384616,-inf
1025,0.02,1.36,0.038461538461538464,1.4203992936756355e+21
1026,0.02,1.36,0.07692307692307693,1.4203992936756355e+21
1027,0.02,1.36,0.11538461538461539,1.4480694097861998e+21
1028,0.02,1.36,0.15384615384615385,1.4203992936756355e+21
1029,0.02,1.36,0.19230769230769232,1.4203992936756355e+21
1030,0.02,1.36,0.23076923076923078,1.4203992936756355e+21
1031,0.02,1.36,0.2692307692307693,1.4203992936756355e+21
1032,0.02,1.36,0.3076923076923077,1.4203992936756355e+21
1033,0.02,1.36,0.34615384615384615,1.4203992936756355e+21
1034,0.02,1.36,0.38461538461538464,1.4480694097861998e+21
1035,0.02,1.36,0.42307692307692313,1.4480694097861998e+21
1036,0.02,1.36,0.46153846153846156,1.4203992936756355e+21
1037,0.02,1.36,0.5,1.4203992936756355e+21
1038,0.02,1.36,0.5384615384615385,1.4203992936756355e+21
1039,0.02,1.36,0.576923076923077,1.4203992936756355e+21
1040,0.02,1.36,0.6153846153846154,1.4480694097861998e+21
1041,0.02,1.36,0.6538461538461539,1.4203992936756355e+21
1042,0.02,1.36,0.6923076923076923,1.4480694097861998e+21
1043,0.02,1.36,0.7307692307692308,1.4480694097861998e+21
1044,0.02,1.36,0.7692307692307693,1.4480694097861998e+21
1045,0.02,1.36,0.8076923076923077,1.4203992936756355e+21
1046,0.02,1.36,0.8461538461538463,1.4480694097861998e+21
1047,0.02,1.36,0.8846153846153847,1.4480694097861998e+21
1048,0.02,1.36,0.9230769230769231,-inf
1049,0.02,1.36,0.9615384615384616,-inf
1050,0.02,1.44,0.038461538461538464,1.4203992936756355e+21
1051,0.02,1.44,0.07692307692307693,1.4480694097861998e+21
1052,0.02,1.44,0.11538461538461539,1.4203992936756355e+21
1053,0.02,1.44,0.15384615384615385,1.4203992936756355e+21
1054,0.02,1.44,0.19230769230769232,1.4203992936756355e+21
1055,0.02,1.44,0.23076923076923078,1.4203992936756355e+21
1056,0.02,1.44,0.2692307692307693,1.4203992936756355e+21
1057,0.02,1.44,0.3076923076923077,1.4203992936756355e+21
1058,0.02,1.44,0.34615384615384615,1.4203992936756355e+21
1059,0.02,1.44,0.38461538461538464,1.4203992936756355e+21
1060,0.02,1.44,0.42307692307692313,1.4480694097861998e+21
1061,0.02,1.44,0.46153846153846156,1.4203992936756355e+21
1062,0.02,1.44,0.5,1.4203992936756355e+21
1063,0.02,1.44,0.5384615384615385,1.4203992936756355e+21
1064,0.02,1.44,0.576923076923077,1.4203992936756355e+21
1065,0.02,1.44,0.6153846153846154,1.4480694097861998e+21
1066,0.02,1.44,0.6538461538461539,1.4203992936756355e+21
1067,0.02,1.44,0.6923076923076923,1.4203992936756355e+21
1068,0.02,1.44,0.7307692307692308,1.4203992936756355e+21
1069,0.02,1.44,0.7692307692307693,1.4480694097861998e+21
1070,0.02,1.44,0.8076923076923077,1.4203992936756355e+21
1071,0.02,1.44,0.8461538461538463,1.4203992936756355e+21
1072,0.02,1.44,0.8846153846153847,1.4203992936756355e+21
1073,0.02,1.44,0.9230769230769231,-inf
1074,0.02,1.44,0.9615384615384616,-inf
1075,0.02,1.52,0.038461538461538464,1.4203992936756355e+21
1076,0.02,1.52,0.07692307692307693,1.4203992936756355e+21
1077,0.02,1.52,0.11538461538461539,1.4203992936756355e+21
1078,0.02,1.52,0.15384615384615385,1.4203992936756355e+21
1079,0.02,1.52,0.19230769230769232,1.4203992936756355e+21
1080,0.02,1.52,0.23076923076923078,1.4203992936756355e+21
1081,0.02,1.52,0.2692307692307693,1.4480694097861998e+21
1082,0.02,1.52,0.3076923076923077,1.4203992936756355e+21
1083,0.02,1.52,0.34615384615384615,1.4203992936756355e+21
1084,0.02,1.52,0.38461538461538464,1.4203992936756355e+21
1085,0.02,1.52,0.42307692307692313,1.4203992936756355e+21
1086,0.02,1.52,0.46153846153846156,1.4203992936756355e+21
1087,0.02,1.52,0.5,1.4203992936756355e+21
1088,0.02,1.52,0.5384615384615385,1.4203992936756355e+21
1089,0.02,1.52,0.576923076923077,1.4203992936756355e+21
1090,0.02,1.52,0.6153846153846154,1.4203992936756355e+21
1091,0.02,1.52,0.6538461538461539,1.4203992936756355e+21
1092,0.02,1.52,0.6923076923076923,1.4203992936756355e+21
1093,0.02,1.52,0.7307692307692308,1.4203992936756355e+21
1094,0.02,1.52,0.7692307692307693,1.4203992936756355e+21
1095,0.02,1.52,0.8076923076923077,1.4480694097861998e+21
1096,0.02,1.52,0.8461538461538463,1.4203992936756355e+21
1097,0.02,1.52,0.8846153846153847,1.4203992936756355e+21
1098,0.02,1.52,0.9230769230769231,1.4203992936756355e+21
1099,0.02,1.52,0.9615384615384616,-inf
1100,0.02,1.6,0.038461538461538464,1.4480694097861998e+21
1101,0.02,1.6,0.07692307692307693,1.4203992936756355e+21
1102,0.02,1.6,0.11538461538461539,1.4203992936756355e+21
1103,0.02,1.6,0.15384615384615385,1.4203992936756355e+21
1104,0.02,1.6,0.19230769230769232,1.4203992936756355e+21
1105,0.02,1.6,0.23076923076923078,1.4203992936756355e+21
1106,0.02,1.6,0.2692307692307693,1.4203992936756355e+21
1107,0.02,1.6,0.3076923076923077,1.4203992936756355e+21
1108,0.02,1.6,0.34615384615384615,1.4203992936756355e+21
1109,0.02,1.6,0.38461538461538464,1.4203992936756355e+21
1110,0.02,1.6,0.42307692307692313,1.4203992936756355e+21
1111,0.02,1.6,0.46153846153846156,1.4203992936756355e+21
1112,0.02,1.6,0.5,1.4203992936756355e+21
1113,0.02,1.6,0.5384615384615385,1.4203992936756355e+21
1114,0.02,1.6,0.576923076923077,1.4203992936756355e+21
1115,0.02,1.6,0.6153846153846154,1.4203992936756355e+21
1116,0.02,1.6,0.6538461538461539,1.4203992936756355e+21
1117,0.02,1.6,0.6923076923076923,1.4480694097861998e+21
1118,0.02,1.6,0.7307692307692308,1.4203992936756355e+21
1119,0.02,1.6,0.7692307692307693,1.4203992936756355e+21
1120,0.02,1.6,0.8076923076923077,1.4480694097861998e+21
1121,0.02,1.6,0.8461538461538463,1.4480694097861998e+21
1122,0.02,1.6,0.8846153846153847,1.4203992936756355e+21
1123,0.02,1.6,0.9230769230769231,-inf
1124,0.02,1.6,0.9615384615384616,-inf
