mu,rho,ll
0.36481,0.269361,-2625.709473
0.363766,0.268315,-2628.064697
0.363766,0.268315,-2623.509766
0.363585,0.264922,-2629.733887
0.363568,0.264033,-2625.199219
0.363568,0.264033,-2626.955566
0.363153,0.263431,-2622.834717
0.363153,0.263431,-2622.178711
0.362813,0.263325,-2621.901367
0.362813,0.263325,-2628.831543
0.362813,0.263325,-2623.013672
0.362032,0.263449,-2631.479492
0.361309,0.259602,-2634.853516
0.361635,0.256327,-2623.041016
0.361635,0.256327,-2620.568604
0.361635,0.256327,-2625.413086
0.363946,0.255394,-2623.941406
0.363946,0.255394,-2625.477539
0.363946,0.255394,-2620.909668
0.363048,0.259371,-2633.383789
0.362313,0.252433,-2635.844971
0.362313,0.252433,-2620.450439
0.361696,0.248836,-2637.827148
0.361696,0.248836,-2626.715332
0.361696,0.248836,-2626.985596
0.361696,0.248836,-2634.711426
0.361506,0.250088,-2643.526611
0.360229,0.250104,-2637.918701
0.360229,0.250104,-2622.783203
0.358511,0.248486,-2629.537598
0.358511,0.248486,-2628.707031
0.356795,0.252407,-2626.382812
0.356501,0.257101,-2639.623535
0.358012,0.258538,-2626.257812
0.358925,0.259707,-2639.08252
0.358925,0.259707,-2629.578125
0.358925,0.259707,-2639.898926
0.358925,0.259707,-2634.78125
0.358804,0.258883,-2645.709961
0.358681,0.258059,-2640.664307
0.358681,0.258059,-2637.5271
0.358681,0.258059,-2630.103271
0.35884,0.257705,-2636.540527
0.35921,0.260209,-2634.021484
0.35921,0.260209,-2646.893555
0.35921,0.260209,-2641.902344
0.359158,0.260273,-2631.13916
0.359052,0.259915,-2640.326172
0.360366,0.258273,-2634.5354
0.360366,0.258273,-2643.553223
0.360366,0.258273,-2630.834961
0.360062,0.260457,-2635.655273
0.360062,0.260457,-2632.600098
0.35957,0.25919,-2642.165527
0.35957,0.25919,-2632.850098
0.35957,0.25919,-2644.663818
0.35957,0.25919,-2626.522949
0.361382,0.254203,-2621.019043
0.361382,0.254203,-2631.50293
0.361382,0.254203,-2632.666016
0.362037,0.25345,-2630.84082
0.36294,0.257104,-2626.154053
0.36506,0.257762,-2624.240234
0.36574,0.256762,-2628.687744
0.367489,0.254734,-2625.209473
0.36734,0.257298,-2633.044922
0.366083,0.257701,-2625.657471
0.36702,0.259822,-2623.176025
0.366599,0.257778,-2630.276855
0.365281,0.25783,-2621.990723
0.36562,0.260117,-2625.137451
0.367752,0.262212,-2628.827148
0.367414,0.263156,-2624.966797
0.367414,0.263156,-2624.025391
0.366417,0.264345,-2626.155029
0.365682,0.264858,-2624.867676
0.365682,0.264858,-2625.443848
0.365881,0.266318,-2626.84375
0.367262,0.262291,-2623.252686
0.366386,0.263191,-2632.446289
0.366386,0.263191,-2624.859131
0.366386,0.263191,-2622.093506
0.367236,0.259278,-2625.34668
0.3672,0.257303,-2623.766602
0.368524,0.25988,-2622.156738
0.369577,0.259151,-2624.516113
0.369577,0.259151,-2623.293213
0.369577,0.259151,-2634.41626
0.369864,0.258524,-2628.029297
0.369864,0.258524,-2629.715088
0.369864,0.258524,-2624.702148
0.369459,0.259536,-2623.305176
0.369459,0.259536,-2625.713135
0.369459,0.259536,-2628.326416
0.37108,0.263813,-2629.41626
0.37108,0.263813,-2624.341309
0.37108,0.263813,-2623.167969
0.370816,0.258851,-2629.782471
0.370469,0.263919,-2623.938721
0.369543,0.264112,-2627.262695
0.370042,0.259566,-2627.016113
0.36869,0.258512,-2624.993652
0.36869,0.258512,-2621.948242
0.36869,0.258512,-2624.56543
0.36869,0.258512,-2629.733887
0.368007,0.256897,-2633.875244
0.368978,0.256602,-2625.583008
0.368978,0.256602,-2622.830078
0.368978,0.256602,-2623.896973
0.368978,0.256602,-2624.433105
0.36876,0.257399,-2625.736084
