mu,rho,ll
0.275405,0.079793,-1406.137451
0.271274,0.077006,-1405.904541
0.274753,0.077763,-1404.83728
0.273825,0.076315,-1405.047241
0.272064,0.070451,-1404.984863
0.272141,0.069666,-1405.251343
0.267329,0.068332,-1405.008423
0.267431,0.070327,-1404.946289
0.268854,0.066482,-1404.624146
0.268854,0.066482,-1404.915894
0.276093,0.066567,-1405.737183
0.270133,0.068951,-1405.127686
0.267613,0.069823,-1405.361816
0.266348,0.067279,-1404.429199
0.266209,0.066023,-1405.596191
0.266209,0.066023,-1405.132568
0.265432,0.061947,-1405.592407
0.265432,0.061947,-1405.884277
0.265376,0.063217,-1405.490112
0.263184,0.062185,-1406.11853
0.261105,0.058067,-1407.402466
0.261105,0.058067,-1407.417725
0.261888,0.060915,-1406.145996
0.261888,0.060915,-1406.491333
0.263473,0.057395,-1406.563721
0.266943,0.059062,-1406.630127
0.266943,0.059062,-1405.925415
0.266915,0.063281,-1405.286133
0.268431,0.06147,-1405.342651
0.268548,0.058941,-1405.567627
0.264731,0.055493,-1407.553467
0.266818,0.065434,-1405.053711
0.264277,0.064477,-1406.358643
0.266049,0.063418,-1406.172729
0.258397,0.065211,-1406.454224
0.26081,0.061344,-1406.382446
0.263839,0.057344,-1406.426758
0.266283,0.06228,-1405.187256
0.270154,0.06131,-1405.924805
0.265523,0.060112,-1406.056396
0.265523,0.060112,-1406.440796
0.266111,0.057185,-1406.561646
0.266529,0.055205,-1408.802368
0.267112,0.056036,-1406.986938
0.267112,0.056036,-1406.800781
0.26634,0.054079,-1407.833008
0.275363,0.059563,-1406.286255
0.278437,0.058623,-1406.330566
0.277227,0.060033,-1406.074341
0.274941,0.054991,-1406.804688
0.267942,0.05681,-1407.725708
0.267739,0.058846,-1406.793091
0.263624,0.058465,-1406.086426
0.262985,0.056947,-1407.320801
0.262985,0.056947,-1407.462646
0.262985,0.056947,-1407.552979
0.262985,0.056947,-1407.30481
0.262985,0.056947,-1408.07666
0.262985,0.056947,-1406.855957
0.261439,0.060965,-1407.168701
0.261439,0.060965,-1406.994873
0.268025,0.064333,-1405.405029
0.264685,0.065353,-1404.997314
0.266183,0.069283,-1404.850586
0.266183,0.069283,-1404.934692
0.266183,0.069283,-1404.602905
0.266183,0.069283,-1405.43335
0.263754,0.067785,-1405.572632
0.263754,0.067785,-1405.079346
0.269014,0.066015,-1405.594971
0.270287,0.067142,-1404.860718
0.270287,0.067142,-1405.024048
0.268226,0.067582,-1405.357178
0.272328,0.068217,-1405.385498
0.272599,0.069373,-1405.634033
0.272529,0.072374,-1405.802979
0.274211,0.074383,-1405.466064
0.274601,0.076225,-1405.419189
0.274601,0.076225,-1404.769775
0.268991,0.06768,-1405.338867
0.272735,0.07206,-1405.479248
0.272677,0.071942,-1404.13208
0.27302,0.066796,-1404.670898
0.268181,0.063406,-1405.260254
0.266995,0.062781,-1405.393677
0.267807,0.062149,-1405.845215
0.266161,0.067921,-1406.558472
0.266161,0.067921,-1404.803467
0.270785,0.069031,-1405.089478
0.272944,0.072842,-1403.84021
0.274023,0.070579,-1404.628052
0.278145,0.074093,-1405.655762
0.282218,0.075608,-1406.278198
0.282641,0.07674,-1405.724854
0.291929,0.070498,-1407.46814
0.286572,0.068636,-1406.015625
0.284164,0.069058,-1405.128784
0.286547,0.065626,-1406.204834
0.2849,0.067162,-1404.809814
0.281841,0.063828,-1406.070435
0.281841,0.063828,-1405.243652
0.285079,0.064832,-1406.56543
0.285079,0.064832,-1405.931763
0.280597,0.063677,-1405.41272
0.280597,0.063677,-1405.37085
0.280339,0.065583,-1404.742188
0.280339,0.065583,-1405.072266
0.278772,0.06759,-1404.46875
0.278772,0.06759,-1404.534302
0.275241,0.068023,-1404.716553
0.277424,0.070683,-1405.291016
0.278943,0.072346,-1406.142822
0.27382,0.073027,-1405.421387
0.278029,0.075669,-1406.207397
0.278029,0.075669,-1405.56543
0.276479,0.076197,-1405.282715
0.27573,0.079462,-1405.58252
0.27846,0.081466,-1406.108643
0.274967,0.085786,-1406.101562
0.279514,0.085132,-1406.249756
0.279514,0.085132,-1405.679688
0.277301,0.082035,-1406.067383
0.273996,0.081518,-1405.625366
0.273135,0.078759,-1405.438721
0.274901,0.072552,-1405.075195
0.274901,0.072552,-1403.968262
0.274901,0.072552,-1403.905029
0.271275,0.072182,-1404.925049
0.273291,0.071794,-1405.093872
0.273291,0.071794,-1404.859131
0.276347,0.075617,-1405.128662
0.266989,0.075994,-1405.843872
0.266989,0.075994,-1404.816406
0.266989,0.075994,-1404.888184
0.265149,0.08046,-1405.193848
0.263006,0.077498,-1405.050049
0.255151,0.078166,-1406.480957
0.25472,0.074355,-1406.802246
0.251242,0.076951,-1407.396729
0.254596,0.077238,-1406.728271
0.257181,0.073864,-1407.143066
0.25988,0.069737,-1405.806396
0.261694,0.07086,-1405.710815
0.257583,0.075453,-1406.589478
0.256736,0.073974,-1407.117798
0.256804,0.076126,-1405.907227
0.261597,0.076089,-1406.722656
0.261597,0.076089,-1406.128906
0.261022,0.075301,-1406.036133
0.256911,0.075034,-1406.520996
0.254192,0.073082,-1405.755615
0.254192,0.073082,-1406.430542
0.258615,0.0774,-1405.620117
0.262788,0.078693,-1406.442871
0.263938,0.074015,-1406.168213
0.265534,0.072429,-1404.843994
0.264119,0.081236,-1405.785645
0.261156,0.07854,-1406.109863
0.259763,0.078787,-1406.519043
0.258556,0.079059,-1406.924316
0.260487,0.073827,-1407.035522
0.260487,0.073827,-1405.494995
0.258347,0.075526,-1405.816162
0.258347,0.075526,-1406.175659
0.261264,0.075925,-1405.675415
0.259336,0.079189,-1406.124146
0.263124,0.079958,-1405.913818
