idx,alpha,mu,omega,rho,loglike
2353,0.05,0.94,0.0,0.14,-1590.90771484375
2354,0.05,0.94,0.0,0.16,-1605.5498046875
2355,0.05,0.94,0.0,0.18,-1621.677490234375
2356,0.05,0.94,0.0,0.2,-1638.371337890625
2357,0.05,0.94,0.0,0.22,-1656.8070068359375
2358,0.05,0.94,0.0,0.24,-1675.368896484375
2359,0.05,0.94,0.0,0.26,-1694.47998046875
2360,0.05,0.94,0.0,0.28,-1715.738037109375
2361,0.05,0.94,0.0,0.3,-1735.05419921875
2362,0.05,0.94,0.0,0.32,-1756.974365234375
2363,0.05,0.94,0.0,0.34,-1778.572509765625
2364,0.05,0.94,0.0,0.36,-1799.984375
2365,0.05,0.94,0.0,0.38,-1820.374755859375
2366,0.05,0.94,0.0,0.4,-1844.519287109375
2367,0.05,0.94,0.0,0.42,-1864.94873046875
2368,0.05,0.94,0.0,0.44,-1886.0482177734375
2369,0.05,0.94,0.0,0.46,-1908.986572265625
2370,0.05,0.94,0.0,0.48,-1931.9246826171875
2371,0.05,0.94,0.0,0.5,-1955.22509765625
2372,0.05,0.94,0.0,0.52,-1977.4715576171875
2373,0.05,0.94,0.0,0.54,-2000.264892578125
2374,0.05,0.94,0.0,0.56,-2022.76171875
2375,0.05,0.94,0.0,0.58,-2047.0482177734375
2376,0.05,0.94,0.0,0.6,-2073.07421875
2377,0.05,0.94,0.0,0.62,-2098.133544921875
2378,0.05,0.94,0.0,0.64,-2114.708251953125
2379,0.05,0.94,0.0,0.66,-2144.21728515625
2380,0.05,0.94,0.0,0.68,-2168.3447265625
2381,0.05,0.94,0.0,0.7,-2188.73828125
