mu,alpha_fixed,omega_fixed,d=omega*mu,loglike
1.1,0.04,0.6153846153846154,0.676923076923077,-1938.5703360229904
1.25,0.04,0.6153846153846154,0.7692307692307693,-1944.2974222644305
1.5,0.04,0.6153846153846154,0.9230769230769231,-1963.3300387558556
2.0,0.04,0.6153846153846154,1.2307692307692308,-1996.8657175039784
3.0,0.04,0.6153846153846154,1.8461538461538463,-2039.7543196858837
