mu,rho,ll
0.341173,0.144878,-1901.864502
0.342557,0.145116,-1899.558228
0.34241,0.145489,-1905.351074
0.34241,0.145489,-1902.628662
0.34241,0.145489,-1904.250488
0.34241,0.145489,-1901.749512
0.343896,0.143031,-1901.068115
0.344046,0.144445,-1902.202393
0.344841,0.139476,-1905.018799
0.342289,0.140777,-1899.030273
0.342289,0.140777,-1902.667236
0.343279,0.141637,-1902.407349
0.343279,0.141637,-1899.458374
0.342525,0.14478,-1902.452393
0.342525,0.14478,-1898.659424
0.342525,0.14478,-1900.808838
0.341607,0.14638,-1903.44165
0.343911,0.147582,-1904.879395
0.34108,0.149584,-1899.415283
0.337697,0.152778,-1908.45752
0.337697,0.152778,-1907.859009
0.337697,0.152778,-1903.625488
0.338055,0.15449,-1912.260254
0.340677,0.156233,-1900.466797
0.338626,0.159178,-1907.852051
0.337183,0.160255,-1907.93457
0.337183,0.160255,-1905.337402
0.337183,0.160255,-1912.403076
0.337183,0.160255,-1904.108643
0.337183,0.160255,-1902.104126
0.337183,0.160255,-1909.222168
0.334013,0.161849,-1910.912231
0.334094,0.163025,-1910.562988
0.334094,0.163025,-1903.125
0.333993,0.162091,-1912.380371
0.333141,0.165541,-1909.183228
0.333141,0.165541,-1911.315796
0.333141,0.165541,-1910.428589
0.333141,0.165541,-1915.817871
0.333141,0.165541,-1904.832031
0.333141,0.165541,-1904.525757
0.334267,0.164385,-1912.114014
0.334633,0.162651,-1908.200562
0.332921,0.164782,-1909.426025
0.334941,0.167543,-1911.367188
0.340413,0.166462,-1910.678467
0.344933,0.168907,-1909.529785
0.344933,0.168907,-1907.274658
0.344575,0.171003,-1909.058228
0.345192,0.170948,-1905.248535
0.344447,0.174949,-1911.585815
0.346995,0.173107,-1907.742676
0.346995,0.173107,-1906.645508
0.342296,0.171888,-1908.689209
0.345523,0.171916,-1914.1604
0.343681,0.173131,-1905.631836
0.343681,0.173131,-1907.441406
0.344818,0.169904,-1907.230347
0.344818,0.169904,-1905.79248
0.344818,0.169904,-1904.343506
0.345263,0.169687,-1905.95752
0.345263,0.169687,-1904.983643
0.344839,0.168604,-1904.289185
0.348097,0.167915,-1904.272583
0.349645,0.171484,-1907.155029
0.353737,0.175475,-1911.048462
0.353737,0.175475,-1909.065918
0.353737,0.175475,-1909.370605
0.353737,0.175475,-1909.865234
0.355476,0.176037,-1911.892212
0.359803,0.177005,-1913.042725
0.358544,0.173611,-1910.619141
0.357043,0.174415,-1910.743896
0.356288,0.179462,-1912.016846
0.356288,0.179462,-1912.438721
0.361002,0.179374,-1912.592896
0.358362,0.176741,-1913.478516
0.358362,0.176741,-1910.93457
0.361303,0.175295,-1913.43042
0.361303,0.175295,-1914.030151
0.362074,0.172203,-1912.341675
0.362074,0.172203,-1913.083984
0.36357,0.170163,-1912.233887
0.36127,0.166384,-1911.671631
0.362919,0.164304,-1910.781494
0.362919,0.164304,-1910.423584
0.361512,0.162875,-1910.109619
0.363485,0.161987,-1908.834717
0.361542,0.165586,-1910.554688
0.36083,0.159274,-1907.608398
0.362416,0.160155,-1909.49292
0.360871,0.166446,-1910.284668
0.360871,0.166446,-1910.705078
0.358198,0.16532,-1908.954346
0.360393,0.161999,-1908.726807
0.360393,0.161999,-1909.028564
0.360126,0.159134,-1909.706543
0.362492,0.155392,-1908.250488
0.36249,0.156503,-1909.203857
0.359972,0.156349,-1907.237427
0.35963,0.156278,-1907.524902
0.358164,0.157645,-1906.612793
0.360147,0.155596,-1908.72168
0.360835,0.152439,-1907.281616
0.362425,0.148073,-1907.929565
0.361809,0.15212,-1908.516968
0.359041,0.153992,-1906.295654
0.364445,0.151208,-1908.372559
0.364083,0.152964,-1907.689575
0.361139,0.150541,-1907.861328
0.361139,0.150541,-1907.480713
0.364248,0.153739,-1907.933716
0.367042,0.152108,-1909.974609
0.365525,0.150975,-1910.204834
0.363878,0.148113,-1908.649536
0.363795,0.150397,-1908.043335
0.360832,0.151776,-1908.923584
0.359588,0.150975,-1906.665771
0.359588,0.150975,-1905.990112
0.357206,0.149092,-1905.504395
0.353987,0.14927,-1905.449219
0.355169,0.151941,-1903.974365
0.35757,0.150684,-1907.001465
0.360061,0.152862,-1906.841431
0.359764,0.154579,-1907.323364
0.359764,0.154579,-1906.816895
0.356291,0.153383,-1908.61438
0.356291,0.153383,-1906.607178
0.357146,0.149509,-1905.179565
0.355713,0.14739,-1904.178223
0.355713,0.14739,-1903.953369
0.355713,0.14739,-1906.159424
0.355713,0.14739,-1904.66333
0.355764,0.141929,-1903.963501
0.355764,0.141929,-1904.185425
0.355764,0.141929,-1904.508057
0.35574,0.137497,-1904.476562
0.355144,0.133553,-1904.150635
0.355144,0.133553,-1905.477295
0.356166,0.133267,-1903.606934
0.356166,0.133267,-1903.966431
0.356166,0.133267,-1905.440918
0.356667,0.127965,-1904.075439
0.356667,0.127965,-1904.364624
0.353834,0.130698,-1904.620972
0.356831,0.136588,-1903.898926
0.358215,0.134305,-1905.016113
0.358781,0.138704,-1904.868408
0.361433,0.140328,-1905.370361
0.362226,0.141101,-1907.381836
0.362226,0.141101,-1906.771606
0.361836,0.1415,-1906.088623
0.361737,0.145524,-1907.057861
0.362477,0.146522,-1907.163818
0.362477,0.146522,-1907.509277
0.360117,0.146241,-1905.250977
0.358767,0.1473,-1906.363037
0.358767,0.1473,-1905.65564
0.355326,0.148802,-1904.108154
0.355555,0.147298,-1905.102783
0.35353,0.14661,-1904.179443
0.35353,0.14661,-1904.189209
0.350498,0.144968,-1901.703247
0.353362,0.140898,-1903.332031
0.351924,0.13652,-1903.22168
0.351653,0.138387,-1903.120605
0.350083,0.137805,-1902.560791
0.350083,0.137805,-1900.837646
0.349145,0.14166,-1901.599121
0.349925,0.142562,-1903.399902
0.349094,0.144953,-1902.404419
0.349094,0.144953,-1903.212402
0.352634,0.147292,-1903.531494
0.352634,0.147292,-1902.872314
0.351799,0.151111,-1903.5271
0.347763,0.152367,-1904.62915
0.347763,0.152367,-1902.618042
0.347204,0.150585,-1905.489502
0.34407,0.150666,-1905.923584
0.344149,0.155046,-1900.972168
0.344493,0.14924,-1900.632324
0.345079,0.147801,-1900.546631
0.342973,0.147764,-1907.790283
0.340114,0.142361,-1901.892578
0.340114,0.142361,-1901.636719
0.343971,0.137709,-1899.121338
0.343971,0.137709,-1900.4552
0.343971,0.137709,-1902.598511
0.343971,0.137709,-1901.44751
0.345646,0.142216,-1902.217285
0.34883,0.14187,-1905.539551
0.351297,0.136691,-1902.210205
0.351564,0.134792,-1903.387573
0.352644,0.136635,-1903.407715
0.356076,0.137046,-1903.143555
0.35869,0.134592,-1905.447998
0.35869,0.134592,-1904.52417
0.358535,0.134561,-1904.52771
0.358535,0.134561,-1904.664917
0.354915,0.132412,-1904.211182
0.356924,0.132325,-1902.723022
0.358924,0.128096,-1905.918091
0.356347,0.128565,-1906.707764
0.355147,0.12594,-1904.527344
0.358016,0.123983,-1904.71106
0.361507,0.121067,-1906.724121
0.364382,0.120771,-1908.526489
0.363046,0.121928,-1907.042358
0.364531,0.126737,-1908.875122
0.36244,0.124163,-1908.025635
0.36244,0.124163,-1906.047729
0.36244,0.124163,-1904.765381
0.36244,0.124163,-1906.852905
0.364667,0.121267,-1908.329468
0.362784,0.117185,-1907.03186
0.364374,0.117269,-1907.071899
0.359827,0.120545,-1906.691406
0.358825,0.121362,-1907.106934
0.358003,0.12131,-1904.936523
0.357104,0.120808,-1905.928711
0.358334,0.120921,-1905.551025
0.358334,0.120921,-1903.936157
0.356784,0.123434,-1905.099854
0.356784,0.123434,-1903.779053
0.360167,0.119787,-1905.648682
0.360167,0.119787,-1907.325439
0.360167,0.119787,-1906.222412
0.361822,0.123531,-1906.575562
0.36076,0.122373,-1904.717041
0.36076,0.122373,-1905.877197
0.363081,0.122394,-1906.204956
0.361437,0.119199,-1905.848389
0.361267,0.12131,-1907.228516
0.360056,0.121563,-1906.645996
0.360056,0.121563,-1904.925903
0.358859,0.125223,-1904.901001
0.359685,0.132972,-1907.271484
0.357855,0.134323,-1904.219849
0.358526,0.136496,-1905.205078
0.358416,0.130395,-1903.710693
0.356281,0.129658,-1907.112915
0.357149,0.127691,-1903.447754
0.355166,0.12872,-1903.783569
0.35475,0.124349,-1904.083252
0.354996,0.12425,-1906.029053
0.354375,0.130751,-1904.776367
0.354375,0.130751,-1902.865967
0.356634,0.132649,-1904.084961
0.355694,0.137092,-1903.690186
0.359118,0.137788,-1903.53125
0.357112,0.137483,-1904.737183
0.355503,0.133899,-1903.102173
0.355503,0.133899,-1903.320557
