mu,rho,ll
0.388026,1.0,-2427.286621
0.38751,1.0,-2426.901367
0.386851,1.0,-2423.446777
0.386993,1.0,-2425.56543
0.386993,1.0,-2429.910156
0.386223,1.0,-2426.051758
0.386223,1.0,-2424.862793
0.386223,1.0,-2431.240723
0.387176,1.0,-2423.456055
0.387312,1.0,-2422.659668
0.387242,1.0,-2425.58374
0.386441,1.0,-2425.535645
0.388018,1.0,-2422.800781
0.387176,1.0,-2431.246826
0.386683,1.0,-2425.871582
0.386683,1.0,-2428.642578
0.387414,1.0,-2421.19873
0.389216,1.0,-2422.849121
0.389216,1.0,-2427.824219
0.388245,1.0,-2426.038818
0.386386,1.0,-2424.47168
0.385236,1.0,-2422.5
0.385236,1.0,-2425.061035
0.385236,1.0,-2427.523438
0.385665,1.0,-2426.275391
0.38727,1.0,-2428.54834
0.387149,1.0,-2423.86377
0.387149,1.0,-2424.560059
0.387149,1.0,-2430.257324
0.386754,1.0,-2424.246094
0.388044,1.0,-2421.559082
0.388848,1.0,-2428.585938
0.389084,1.0,-2422.572266
0.389084,1.0,-2427.61084
0.389084,1.0,-2427.522461
0.389084,1.0,-2423.970215
0.389084,1.0,-2424.361816
0.389084,1.0,-2428.846191
0.388319,1.0,-2429.069824
0.387199,1.0,-2425.297607
0.38606,1.0,-2426.125488
0.38606,1.0,-2424.13208
0.38606,1.0,-2426.844727
0.38606,1.0,-2422.795166
0.38606,1.0,-2427.349365
0.38606,1.0,-2425.108887
0.38606,1.0,-2421.367676
0.38433,1.0,-2424.316895
0.385364,1.0,-2425.070801
0.385364,1.0,-2427.214355
0.383744,1.0,-2426.215088
0.383744,1.0,-2423.30835
0.383744,1.0,-2423.855957
0.385685,1.0,-2428.786865
0.385569,1.0,-2430.568848
0.383668,1.0,-2419.251953
0.383668,1.0,-2424.844971
0.383668,1.0,-2430.278564
0.383668,1.0,-2425.179199
0.383668,1.0,-2421.628906
0.385424,1.0,-2424.28833
0.384841,1.0,-2425.518066
0.384841,1.0,-2418.910645
0.385036,1.0,-2425.784424
0.384699,1.0,-2421.744873
0.385929,1.0,-2429.503906
0.385371,1.0,-2423.351074
0.384439,1.0,-2424.49292
0.383476,1.0,-2428.50708
0.383076,1.0,-2426.910645
0.383076,1.0,-2425.516113
0.383076,1.0,-2423.608398
0.382388,1.0,-2423.089355
0.382675,1.0,-2426.756348
0.385745,1.0,-2425.210938
0.388225,1.0,-2428.162598
0.388225,1.0,-2421.516113
0.386498,1.0,-2429.824707
0.386269,1.0,-2424.056152
0.384687,1.0,-2425.441895
0.384687,1.0,-2422.206055
0.384536,1.0,-2428.636719
0.385005,1.0,-2424.5979
0.385005,1.0,-2427.106445
0.38501,1.0,-2422.974609
0.38501,1.0,-2424.662354
0.385427,1.0,-2430.210938
0.384429,1.0,-2431.743652
0.384429,1.0,-2421.835938
0.385266,1.0,-2425.324219
0.385266,1.0,-2427.360596
0.385266,1.0,-2423.446777
0.384188,1.0,-2428.234131
0.384188,1.0,-2427.260254
0.384188,1.0,-2422.557861
0.384489,1.0,-2428.387939
0.383347,1.0,-2424.480469
0.382592,1.0,-2434.63501
0.382592,1.0,-2417.484375
